Year,Month,Day,Period,19,20,23,24,31,41,52,53,55,63,64,65,68,74,77,78,79,80,81,82,83,84,88,89,90,91,92,95,96,97,99,102,103,104,109,110,113,115,117,119,120,125,128,131,132,133,134,135,136,139,140,141,143,145,146,157,159,162,163,169,192,194,199,204,205,206,236,237,245,247,248,249,251,252,266,267,270,272,274,275,279,281
2035,1,1,1,0,0,56.49,99.95,9.14,4.67,9.69,15.39,143.41,170,200,0,10.2,0,200,151.2,87.5,141.5,185,130.5,291,0,170.6,164,220.2,785.5,282.5,9.51,3.62,22.27,0,24.15,21,3.9,0,338.6,143.72,143.72,9.58,200,117.6,90.45,129.54,30,44.1,0,0,0,0,6.04,250.6,230,40.73,2.04,268,250,0,14.06,185.4,0,332.6,176.5,0,0,0,65.45,0,0,0,0,0,0,9.9,0,3.91,4.8,579,480.32,746.4,1039,264.6,4.1
2035,1,1,2,0,0,108.8,192.5,40.67,13.69,43.3,70.77,276.23,170,200,0,10.2,2.94,200,151.2,87.5,141.5,185,130.5,291,0,170.6,164,220.2,785.5,282.5,29.18,13.09,80.48,0.57,24.15,21,3.9,15.46,338.6,84.36,84.36,5.76,200,117.6,174.2,249.5,30,44.1,0,0,0,0,17.68,250.6,230,96.32,9.53,268,250,0,25.6,185.4,0,332.6,176.5,0,53.03,81.8,236.48,0,7.04,0,0,0.71,0,6.71,0,11.45,14.07,579,281.35,746.4,1039,264.6,16.79
2035,1,1,3,0,0,108.8,192.5,23.52,13.12,24.93,39.6,545.86,170,200,0,10.2,0,200,151.2,87.5,141.5,185,130.5,291,0,170.6,164,220.2,785.5,282.5,20.26,15.01,92.3,0,24.15,21,3.9,23.45,338.6,92.76,92.76,4.96,200,117.6,174.2,249.5,30,44.1,0,0,0,0,16.94,250.6,230,71.92,9.1,268,250,0,39.45,185.4,0,332.6,176.5,2.23,92.6,115.14,271.22,0,0,0,0,0,0,0,0,10.97,13.48,579,400.13,746.39,1038.99,264.6,10.56
2035,1,1,4,0,0,108.8,192.5,30.11,14.75,31.91,50.7,623,170,200,0,10.2,0,200,151.2,87.5,141.5,185,130.5,291,0,170.6,164,220.2,785.5,282.5,31.98,17.29,106.35,0,24.15,21,3.9,41.41,338.6,78.82,78.82,4.05,200,117.6,174.2,249.5,30,44.1,0,0,0,1.21,19.05,250.6,230,49.82,9.48,268,250,0,48.75,185.4,0,332.6,176.5,5.75,171.27,219.08,312.52,0,0,0,0,0,0,0,0,12.34,15.16,579,321.97,746.4,1039,264.6,13.51
2035,1,1,5,25.32,30.7,98.16,162.22,37.5,19.01,39.75,63.15,623,170,200,2.05,10.2,0,200,151.2,87.5,141.5,185,130.5,291,0,170.6,164,220.2,785.5,282.5,84.17,19.95,122.69,0,24.15,21,3.9,70.49,338.6,45,45,3,200,117.6,148.85,202.15,30,44.1,2.82,0,3.89,2.79,24.55,250.6,230,64.2,10.7,268,250,0,48.75,185.4,0,332.6,176.5,11.79,304.45,372.92,360.51,0,0,2.46,5.43,0,4.74,8.77,13.23,15.89,19.53,579,150.39,746.4,1039,264.6,16.83
2035,1,1,6,42.5,51.55,108.8,192.5,36.52,21.31,38.71,61.5,460.36,170,200,2.57,10.2,0,200,151.2,87.5,141.5,185,130.5,291,0,170.6,164,220.2,785.5,282.5,36,21.04,129.37,0,24.15,21,3.9,93.96,338.6,106.15,106.15,5.11,200,117.6,174.2,249.5,30,44.1,2.07,0,2.95,3.25,27.51,250.6,230,107.65,12.86,268,250,0,48.75,185.4,0,332.6,176.5,17.34,395.39,497.04,380.16,0,0,3.77,7.37,0,7.25,12.02,16.55,17.82,21.89,579,364.92,746.4,1039,264.6,16.39
2035,1,1,7,67.73,82.14,108.8,192.5,34.69,25.12,36.77,58.39,186.9,170,200,3.16,10.2,0,200,151.2,87.5,141.5,185,130.5,291,0,170.6,164,220.2,785.5,282.5,36,22.28,137.03,0,24.15,21,3.9,123.37,338.6,137.43,137.43,5.45,200,117.6,174.2,249.5,30,44.1,2.96,0,3.96,3.75,32.44,250.6,230,167.34,15.5,268,250,0,48.75,185.4,0,332.6,176.5,24.47,510.32,652.65,402.65,0,0,6.48,10.7,0,12.47,17.01,20.4,21.01,25.82,579,484.95,746.4,1039,264.6,15.6
2035,1,1,8,102.4,124.19,108.8,192.5,81.04,22.47,85.9,136.52,186.9,170,200,3.88,10.2,0,200,151.2,87.5,141.5,185,130.5,291,0,170.6,164,220.2,785.5,282.5,36,23.48,144.39,0,24.15,21,3.9,158.84,338.6,75.93,75.93,3.11,200,117.6,174.2,249.5,30,44.1,5,0,6.7,4.32,29.02,250.6,230,108.39,18.62,268,237.53,0,48.75,185.4,0,332.6,176.5,33.41,649.64,840.25,424.27,0,0,11.24,15.96,0,21.61,23.95,25.06,18.79,23.09,579,270.16,746.4,1039,264.6,36.34
2035,1,1,9,207.92,258.78,108.8,192.5,30.17,13.5,31.98,50.8,186.9,96.01,112.86,4.55,10.2,2.28,147.17,111.12,64.1,103.96,136.09,95.84,214.4,0,123.33,119.02,155.3,486.84,194.81,36,29.26,179.95,0.44,24.15,21,3.9,165.48,338.6,141.55,141.55,7.33,112.86,66.59,174.2,249.5,30,44.1,10.19,0,13.65,5.74,17.44,250.6,230,41.83,22.89,268,192.06,0,48.75,185.4,0,332.6,176.5,39,673.8,875.39,528.78,0,5.47,17.55,21.13,0.55,33.74,25.75,29.35,11.29,13.88,579,490.05,746.4,1039,264.6,13.54
2035,1,1,10,310.69,385.8,108.8,192.5,36.96,21.27,39.21,62.63,186.9,51,60,5.56,19.12,4.28,60,45.36,26.25,42.45,55.5,39.15,87.3,0,155.83,148.85,208.93,785.09,276.23,36,29.88,183.75,0.83,45.2,39.31,7.33,165.56,338.6,84.3,84.3,5.73,60,35.28,174.2,249.5,30,44.1,20.51,0,27.48,7.49,27.47,250.6,230,78.23,28.04,243.76,153.55,0,48.75,185.4,0,332.6,130.37,39,404.71,932.43,539.94,5.53,10.26,31.48,32.22,1.03,60.53,29.86,35.9,17.79,21.86,579,281.31,746.4,1039,264.6,16.47
2035,1,1,11,349.46,433.01,108.8,192.5,74.33,33.66,78.83,125.7,186.9,51,60,6.97,34,12.31,60,45.36,26.25,42.45,55.5,39.15,87.3,0,103.48,99,137.47,509.29,180.45,88.65,29.88,183.75,2.53,80.5,70,13,167.52,338.6,150,150,10,60,35.28,174.2,249.5,40.31,65.03,38.03,0,50.96,9.6,43.47,250.6,230,145.68,56.19,195.02,120.54,0,91.77,104.02,0,332.6,52.95,39,238.4,989.35,539.94,12.63,28.76,56.05,50.7,3.14,107.8,36.93,44.97,28.15,34.59,324.69,501.3,418.54,582.57,264.6,33.13
