Simulation,Category,Object,Parameter,Data File
DAY_AHEAD,Generator,5_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,5_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,5_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,5_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,5_WIND-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,5_WIND-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,5_WIND-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,5_WIND-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,17_WIND-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,17_WIND-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,17_WIND-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,17_WIND-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,18_WIND-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,18_WIND-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,18_WIND-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,18_WIND-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,23_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,23_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,23_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,23_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,24_WIND-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,24_WIND-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,24_WIND-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,24_WIND-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,25_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,25_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,25_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,25_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,31_WIND-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,31_WIND-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,31_WIND-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,31_WIND-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,31_WIND-4,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,31_WIND-4,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,31_WIND-4,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,31_WIND-4,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-4,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-4,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-4,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-4,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-5,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-5,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-5,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-5,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,17_WIND-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,17_WIND-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,17_WIND-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,17_WIND-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,21_WIND-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,21_WIND-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,21_WIND-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,21_WIND-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,23_WIND-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,23_WIND-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,23_WIND-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,23_WIND-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,6_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,6_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,6_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,6_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-6,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-6,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-6,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-6,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,17_WIND-4,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,17_WIND-4,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,17_WIND-4,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,17_WIND-4,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,2_WIND-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,2_WIND-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,2_WIND-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,2_WIND-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,23_WIND-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,23_WIND-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,23_WIND-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,23_WIND-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,31_WIND-5,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,31_WIND-5,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,31_WIND-5,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,31_WIND-5,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,6_WIND-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,6_WIND-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,6_WIND-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,6_WIND-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-7,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-7,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-7,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-7,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,2_WIND-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,2_WIND-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,2_WIND-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,2_WIND-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,28_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,28_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,28_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,28_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,5_WIND-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,5_WIND-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,5_WIND-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,5_WIND-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-4,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-4,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-4,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-4,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_WIND-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_WIND-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_WIND-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_WIND-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_WIND-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_WIND-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_WIND-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_WIND-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-8,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-8,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-8,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-8,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-9,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-9,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-9,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-9,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-10,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-10,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-10,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-10,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,12_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,12_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,12_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,12_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,2_WIND-4,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,2_WIND-4,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,2_WIND-4,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,2_WIND-4,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,2_WIND-5,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,2_WIND-5,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,2_WIND-5,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,2_WIND-5,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,25_WIND-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,25_WIND-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,25_WIND-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,25_WIND-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,27_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,27_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,27_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,27_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,28_WIND-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,28_WIND-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,28_WIND-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,28_WIND-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,5_WIND-4,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,5_WIND-4,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,5_WIND-4,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,5_WIND-4,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,8_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,8_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,8_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,8_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-5,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-5,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-5,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-5,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-6,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-6,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-6,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-6,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_WIND-4,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_WIND-4,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_WIND-4,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_WIND-4,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-11,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-11,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-11,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-11,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-12,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-12,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-12,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-12,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-13,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-13,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-13,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-13,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-14,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-14,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-14,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-14,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,12_WIND-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,12_WIND-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,12_WIND-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,12_WIND-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,12_WIND-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,12_WIND-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,12_WIND-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,12_WIND-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,2_WIND-6,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,2_WIND-6,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,2_WIND-6,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,2_WIND-6,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,3_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,3_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,3_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,3_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,5_WIND-5,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,5_WIND-5,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,5_WIND-5,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,5_WIND-5,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,5_WIND-6,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,5_WIND-6,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,5_WIND-6,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,5_WIND-6,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-7,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-7,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-7,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-7,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-8,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-8,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-8,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-8,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-9,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-9,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-9,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-9,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-10,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-10,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-10,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-10,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-11,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-11,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-11,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-11,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_WIND-5,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_WIND-5,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_WIND-5,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_WIND-5,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-15,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-15,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-15,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-15,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-16,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-16,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-16,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-16,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,4_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,4_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,4_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,4_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,7_WIND,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,7_WIND,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,7_WIND,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,7_WIND,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-12,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-12,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-12,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-12,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-13,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-13,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-13,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-13,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-14,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-14,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-14,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-14,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-15,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-15,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-15,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-15,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-16,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-16,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-16,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-16,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_WIND-17,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_WIND-17,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_WIND-17,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_WIND-17,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-17,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-17,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-17,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-17,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-18,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-18,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-18,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-18,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-19,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-19,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-19,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-19,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-20,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-20,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-20,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-20,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-21,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-21,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-21,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-21,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,9_WIND-22,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,9_WIND-22,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,9_WIND-22,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,9_WIND-22,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_HYDRO-2,PMin MW,REAL_TIME_renewables.csv
