Year,Month,Day,Period,1,2,3,4,5,6,7,8,9,10,11
2020,1,1,1,5317,2908,1296,512,3822,1132,131,123,10381,12190,1584
2020,1,1,2,5122,2828,1252,510,3692,1102,126,121,9923,11580,1510
2020,1,1,3,5025,2803,1234,519,3637,1093,128,119,9574,11101,1429
2020,1,1,4,4992,2811,1245,513,3599,1082,128,118,9483,10804,1409
2020,1,1,5,5088,2890,1265,526,3682,1114,129,121,9572,10690,1426
2020,1,1,6,5290,2964,1308,540,3790,1135,134,123,9819,10724,1503
2020,1,1,7,5518,3088,1345,552,3940,1177,141,127,10210,10723,1534
2020,1,1,8,5704,3175,1384,565,4076,1210,143,130,10428,10615,1591
2020,1,1,9,5962,3296,1442,580,4246,1250,149,136,10912,10848,1682
2020,1,1,10,6252,3432,1498,586,4446,1295,150,139,11243,11066,1758
2020,1,1,11,6518,3507,1542,594,4617,1309,153,141,11501,11436,1794
2020,1,1,12,6626,3506,1546,594,4693,1309,149,141,11413,11631,1803
2020,1,1,13,6606,3454,1543,576,4692,1297,146,139,11288,11587,1784
2020,1,1,14,6559,3381,1520,582,4583,1270,146,137,11114,11512,1778
2020,1,1,15,6484,3326,1506,566,4489,1264,142,137,10920,11538,1752
2020,1,1,16,6505,3344,1519,574,4503,1267,146,137,11095,11273,1771
2020,1,1,17,6741,3502,1589,597,4730,1350,155,146,12060,11247,2052
2020,1,1,18,6956,3630,1629,585,4938,1405,156,153,13591,13320,2334
2020,1,1,19,6849,3588,1608,580,4916,1389,156,152,13634,14235,2317
2020,1,1,20,6640,3483,1564,574,4778,1367,153,150,13329,14104,2227
2020,1,1,21,6343,3335,1517,559,4608,1330,148,146,12870,13950,2140
2020,1,1,22,5952,3138,1441,549,4315,1256,142,139,12107,13495,1953
2020,1,1,23,5438,2922,1351,517,3980,1164,135,128,11207,12689,1730
2020,1,1,24,4978,2718,1244,499,3640,1099,126,121,10163,11732,1577
2020,1,2,1,4636,2598,1190,486,3415,1057,122,116,9627,11284,1466
2020,1,2,2,4474,2535,1160,482,3295,1035,119,114,9237,10879,1405
2020,1,2,3,4420,2533,1140,486,3261,1036,119,114,9166,10589,1403
2020,1,2,4,4457,2544,1159,490,3272,1046,121,116,9299,10581,1399
2020,1,2,5,4652,2670,1196,498,3421,1097,126,121,9733,10708,1501
2020,1,2,6,5204,2905,1306,542,3784,1197,139,132,10765,11296,1726
2020,1,2,7,5916,3247,1462,584,4318,1331,149,146,12183,11848,1950
2020,1,2,8,6335,3391,1543,607,4615,1381,156,152,12809,12716,2049
2020,1,2,9,6343,3372,1543,595,4590,1383,156,153,13161,13441,2089
2020,1,2,10,6295,3337,1539,594,4543,1363,155,152,13425,13961,2167
2020,1,2,11,6314,3338,1547,591,4539,1356,153,150,13562,14423,2165
2020,1,2,12,6345,3310,1549,592,4503,1355,152,150,13443,14552,2156
2020,1,2,13,6329,3271,1519,554,4492,1336,149,148,13186,14544,2154
2020,1,2,14,6295,3210,1506,541,4449,1324,149,146,13083,14528,2114
2020,1,2,15,6277,3223,1499,541,4436,1320,148,146,12853,14471,2079
2020,1,2,16,6321,3229,1506,540,4465,1319,150,146,12788,14210,2054
2020,1,2,17,6605,3372,1576,558,4687,1384,157,153,13658,13855,2288
2020,1,2,18,6840,3531,1615,558,4900,1437,162,160,15068,15423,2530
2020,1,2,19,6838,3515,1600,557,4861,1427,162,159,14963,16018,2474
2020,1,2,20,6684,3433,1567,551,4725,1398,159,155,14717,15636,2412
2020,1,2,21,6454,3312,1507,535,4546,1348,152,150,14039,15368,2280
2020,1,2,22,6074,3126,1416,515,4302,1277,141,143,13038,14796,2044
2020,1,2,23,5492,2876,1303,490,3878,1177,132,130,11666,13910,1796
2020,1,2,24,5006,2670,1207,474,3556,1100,124,123,10607,12609,1644
2020,1,3,1,4643,2541,1146,463,3310,1063,121,118,9942,12225,1515
2020,1,3,2,4480,2491,1112,473,3205,1043,119,116,9617,11731,1452
2020,1,3,3,4410,2466,1098,463,3128,1033,118,114,9493,11442,1424
2020,1,3,4,4455,2484,1110,475,3155,1046,121,116,9529,11365,1437
2020,1,3,5,4677,2590,1149,482,3284,1082,126,119,9882,11286,1552
2020,1,3,6,5231,2869,1278,520,3640,1192,138,132,11069,11551,1790
2020,1,3,7,6074,3268,1451,567,4228,1308,150,144,12621,12405,2013
2020,1,3,8,6528,3445,1551,584,4548,1364,153,150,13084,13635,2122
2020,1,3,9,6484,3417,1530,576,4506,1367,153,150,13447,14004,2154
2020,1,3,10,6367,3343,1511,553,4468,1363,152,152,13602,14283,2171
2020,1,3,11,6245,3298,1519,540,4459,1348,150,150,13587,14707,2198
2020,1,3,12,6131,3227,1498,512,4430,1331,149,148,13342,14791,2179
2020,1,3,13,6074,3177,1485,507,4355,1305,146,144,13094,14825,2147
2020,1,3,14,6047,3165,1467,507,4363,1295,145,144,13043,14805,2158
2020,1,3,15,5995,3158,1452,496,4309,1311,142,146,12827,14683,2157
2020,1,3,16,6070,3208,1486,494,4344,1320,146,146,12882,14487,2098
2020,1,3,17,6482,3403,1563,525,4597,1395,152,155,13557,14121,2286
2020,1,3,18,6961,3619,1634,560,4917,1450,156,160,14852,15659,2548
2020,1,3,19,7008,3662,1635,572,4956,1445,156,159,14839,16238,2482
2020,1,3,20,6881,3559,1584,564,4872,1409,155,155,14354,16022,2415
2020,1,3,21,6680,3446,1546,557,4703,1367,148,152,13816,15604,2303
2020,1,3,22,6295,3253,1455,537,4460,1286,139,141,12763,15109,2056
2020,1,3,23,5755,3001,1355,513,4088,1196,125,132,11565,14115,1820
2020,1,3,24,5229,2781,1249,499,3756,1127,122,125,10534,12807,1640
2020,1,4,1,4937,2676,1206,490,3538,1083,118,119,9851,12229,1501
2020,1,4,2,4740,2638,1187,495,3452,1057,118,116,9425,11668,1426
2020,1,4,3,4736,2637,1175,488,3400,1058,115,116,9237,11272,1402
2020,1,4,4,4781,2679,1187,509,3438,1072,118,118,9284,11267,1416
2020,1,4,5,5071,2799,1238,521,3578,1127,126,123,9674,11230,1512
2020,1,4,6,5655,3099,1374,563,4010,1230,139,134,10687,11702,1729
2020,1,4,7,6509,3494,1553,613,4575,1364,153,148,12093,12577,1976
2020,1,4,8,6975,3707,1650,635,4938,1427,155,155,12809,13536,2053
2020,1,4,9,6946,3641,1613,630,4899,1414,153,153,13180,14118,2144
2020,1,4,10,6819,3576,1569,605,4854,1408,150,155,13577,14574,2185
2020,1,4,11,6729,3521,1541,584,4819,1381,146,152,13626,14915,2201
2020,1,4,12,6605,3418,1502,568,4762,1364,143,150,13626,14965,2172
2020,1,4,13,6488,3379,1498,551,4704,1364,141,152,13399,14948,2171
2020,1,4,14,6375,3326,1485,555,4640,1363,141,152,13302,14870,2165
2020,1,4,15,6328,3302,1504,536,4596,1350,142,150,13103,14695,2126
2020,1,4,16,6432,3390,1541,556,4650,1361,143,150,12961,14595,2147
2020,1,4,17,6848,3581,1635,583,4891,1437,152,159,13659,14692,2382
2020,1,4,18,7381,3836,1706,612,5250,1489,160,164,15249,15938,2580
2020,1,4,19,7438,3878,1713,631,5301,1500,162,164,15270,16383,2523
2020,1,4,20,7392,3844,1685,611,5208,1464,162,160,14907,16034,2435
2020,1,4,21,7157,3724,1637,607,5061,1437,155,157,14315,15707,2290
2020,1,4,22,6768,3518,1546,571,4778,1356,146,148,13463,15064,2080
2020,1,4,23,6204,3235,1435,556,4376,1244,136,136,12135,14061,1810
2020,1,4,24,5672,2991,1333,544,4009,1167,128,128,11099,12805,1671
2020,1,5,1,5367,2909,1277,519,3811,1142,128,125,10439,12150,1512
2020,1,5,2,5224,2854,1263,543,3693,1130,126,123,10107,11701,1457
2020,1,5,3,5202,2860,1258,549,3688,1127,128,123,9985,11338,1435
2020,1,5,4,5257,2884,1265,546,3695,1142,131,125,10046,11444,1442
2020,1,5,5,5482,3011,1320,579,3869,1189,138,130,10455,11357,1535
2020,1,5,6,6082,3318,1453,599,4271,1295,150,141,11579,11531,1725
2020,1,5,7,6930,3747,1648,655,4858,1419,166,153,13126,12411,1985
2020,1,5,8,7432,3944,1753,669,5210,1483,167,160,13573,13423,2085
2020,1,5,9,7388,3898,1722,651,5164,1478,166,160,13837,14065,2127
2020,1,5,10,7253,3787,1690,637,5074,1445,160,157,13936,14441,2163
2020,1,5,11,7126,3717,1652,625,5024,1431,157,157,13903,14700,2184
2020,1,5,12,7005,3635,1625,609,4959,1409,153,153,13602,14800,2156
2020,1,5,13,6909,3578,1620,588,4912,1387,150,152,13362,14623,2139
2020,1,5,14,6876,3567,1621,592,4867,1373,148,150,13199,14510,2106
2020,1,5,15,6852,3548,1607,570,4840,1372,146,150,12932,14255,2067
2020,1,5,16,6958,3574,1634,588,4865,1373,148,150,12852,14082,2081
2020,1,5,17,7275,3746,1711,603,5055,1433,159,155,13531,13774,2261
2020,1,5,18,7538,3910,1741,613,5313,1486,164,162,15063,15241,2516
2020,1,5,19,7455,3858,1736,606,5234,1455,164,159,15024,15976,2463
2020,1,5,20,7216,3751,1693,602,5072,1437,162,157,14680,15814,2401
2020,1,5,21,6954,3628,1618,581,4899,1394,157,153,14158,15457,2298
2020,1,5,22,6595,3457,1548,556,4661,1322,149,144,13324,15150,2118
2020,1,5,23,6160,3241,1446,523,4332,1250,141,137,12248,14319,1893
2020,1,5,24,5594,2995,1365,495,3976,1175,134,128,11240,13207,1750
2020,1,6,1,5115,2793,1281,452,3692,1105,129,121,10603,12359,1599
2020,1,6,2,4880,2659,1231,472,3519,1089,126,121,10084,11823,1533
2020,1,6,3,4798,2630,1227,487,3418,1080,126,119,10040,11341,1500
2020,1,6,4,4799,2629,1227,490,3412,1083,126,119,9874,11181,1500
2020,1,6,5,4950,2712,1226,499,3488,1105,129,123,10201,11129,1540
2020,1,6,6,5182,2823,1292,518,3631,1138,135,125,10598,11381,1656
2020,1,6,7,5594,3035,1356,546,3896,1208,142,132,11333,11634,1772
2020,1,6,8,6008,3239,1443,567,4166,1274,149,139,11773,12001,1884
2020,1,6,9,6399,3424,1500,571,4447,1328,155,144,12299,12565,1948
2020,1,6,10,6570,3467,1532,546,4580,1347,156,148,12620,13009,2001
2020,1,6,11,6568,3455,1515,534,4616,1355,153,148,12592,13253,1978
2020,1,6,12,6584,3411,1490,522,4571,1328,149,144,12360,13284,1956
2020,1,6,13,6458,3312,1455,504,4477,1308,148,143,12096,13200,1914
2020,1,6,14,6383,3241,1416,503,4347,1280,142,141,11792,12952,1885
2020,1,6,15,6312,3205,1404,510,4261,1258,139,137,11595,12672,1844
2020,1,6,16,6370,3214,1435,520,4290,1272,143,139,11667,12523,1880
2020,1,6,17,6668,3363,1529,545,4507,1336,152,146,12423,12307,2087
2020,1,6,18,6904,3505,1592,569,4743,1381,155,153,14074,14034,2390
2020,1,6,19,6802,3475,1577,560,4681,1363,157,150,13989,14726,2347
2020,1,6,20,6606,3374,1548,552,4570,1341,155,148,13651,14554,2282
2020,1,6,21,6430,3290,1509,539,4430,1306,152,144,13299,14302,2172
2020,1,6,22,6195,3184,1455,534,4249,1258,143,139,12414,13898,2043
2020,1,6,23,5776,3004,1370,512,3968,1185,138,130,11668,13249,1828
2020,1,6,24,5368,2797,1297,490,3690,1114,131,123,10756,12335,1695
2020,1,7,1,5032,2699,1248,469,3498,1071,128,118,9996,11721,1569
2020,1,7,2,4876,2658,1223,480,3397,1063,128,118,9652,11393,1504
2020,1,7,3,4776,2625,1199,480,3316,1055,126,116,9424,11088,1471
2020,1,7,4,4753,2630,1212,490,3311,1060,126,118,9435,10811,1454
2020,1,7,5,4798,2680,1222,497,3360,1075,129,118,9533,10807,1487
2020,1,7,6,4947,2767,1271,500,3470,1103,135,121,9976,10773,1553
2020,1,7,7,5255,2911,1323,530,3634,1157,142,127,10574,10542,1616
2020,1,7,8,5617,3103,1403,548,3906,1219,146,134,10937,10436,1718
2020,1,7,9,5967,3257,1469,561,4130,1258,152,137,11510,10853,1820
2020,1,7,10,6216,3315,1502,563,4277,1263,150,137,11732,11269,1843
2020,1,7,11,6321,3292,1507,543,4348,1258,146,137,11748,11618,1875
2020,1,7,12,6307,3250,1504,521,4389,1260,145,137,11729,11699,1869
2020,1,7,13,6224,3194,1493,494,4352,1230,139,134,11423,11781,1862
2020,1,7,14,6167,3169,1476,492,4309,1222,138,134,11267,11781,1853
2020,1,7,15,6041,3122,1448,474,4264,1224,136,134,11188,11740,1814
2020,1,7,16,6022,3135,1452,467,4270,1231,141,136,11252,11635,1829
2020,1,7,17,6315,3273,1526,468,4452,1286,149,141,12198,11571,2031
2020,1,7,18,6653,3444,1572,482,4688,1352,153,150,13967,13259,2327
2020,1,7,19,6629,3425,1554,488,4669,1355,157,150,14079,14186,2323
2020,1,7,20,6476,3344,1522,485,4556,1317,150,146,13836,14109,2242
2020,1,7,21,6272,3222,1475,471,4392,1288,146,143,13379,13937,2085
2020,1,7,22,5877,3028,1382,460,4120,1211,138,136,12481,13516,1910
2020,1,7,23,5381,2827,1281,439,3810,1136,125,127,11236,12963,1697
2020,1,7,24,4839,2625,1191,428,3499,1085,121,121,10267,12017,1571
2020,1,8,1,4537,2505,1154,420,3301,1032,118,116,9780,11405,1426
2020,1,8,2,4413,2467,1124,435,3209,1019,114,114,9597,11059,1406
2020,1,8,3,4376,2461,1128,436,3200,1019,115,114,9553,10914,1385
2020,1,8,4,4426,2510,1149,455,3244,1039,117,116,9742,10775,1406
2020,1,8,5,4845,2636,1202,481,3397,1085,124,121,10277,10995,1518
2020,1,8,6,5468,2954,1331,519,3827,1206,138,134,11524,11462,1754
2020,1,8,7,6407,3396,1536,574,4454,1341,150,148,13458,12459,2041
2020,1,8,8,6905,3619,1650,598,4818,1411,153,155,13735,13623,2131
2020,1,8,9,6763,3544,1619,590,4733,1400,153,153,13855,14122,2146
2020,1,8,10,6613,3442,1594,559,4644,1363,149,150,13842,14519,2170
2020,1,8,11,6429,3352,1564,529,4568,1356,145,150,13596,14973,2235
2020,1,8,12,6346,3257,1522,520,4523,1325,141,146,13441,15168,2232
2020,1,8,13,6298,3212,1487,507,4448,1308,139,144,13304,15192,2262
2020,1,8,14,6238,3141,1461,506,4399,1286,136,143,13100,15376,2236
2020,1,8,15,6211,3116,1456,506,4359,1280,135,143,12764,15369,2218
2020,1,8,16,6294,3139,1476,502,4349,1278,136,143,12757,15080,2204
2020,1,8,17,6611,3318,1569,531,4554,1348,145,150,13395,14611,2319
2020,1,8,18,6993,3546,1636,547,4866,1419,152,157,15032,15754,2550
2020,1,8,19,6972,3552,1623,549,4885,1420,152,157,14843,16316,2489
2020,1,8,20,6804,3505,1590,537,4805,1400,150,155,14608,15882,2380
2020,1,8,21,6598,3383,1532,541,4636,1353,145,150,13997,15481,2250
2020,1,8,22,6188,3191,1453,525,4347,1275,136,141,12959,14968,2005
2020,1,8,23,5568,2904,1336,498,3939,1175,124,130,11536,13937,1741
2020,1,8,24,5038,2665,1246,486,3611,1102,121,123,10592,12629,1599
2020,1,9,1,4727,2568,1190,474,3395,1061,114,118,10038,11994,1473
2020,1,9,2,4558,2515,1148,463,3294,1044,114,116,9771,11710,1420
2020,1,9,3,4465,2509,1149,477,3245,1049,117,118,9734,11512,1400
2020,1,9,4,4519,2533,1153,494,3271,1060,117,118,9877,11368,1420
2020,1,9,5,4753,2650,1206,501,3421,1110,125,123,10403,11385,1524
2020,1,9,6,5283,2950,1321,534,3817,1206,139,134,11651,11636,1746
2020,1,9,7,6176,3355,1505,592,4408,1348,153,148,13460,12513,2008
2020,1,9,8,6647,3560,1595,614,4735,1412,156,155,13955,13432,2045
2020,1,9,9,6523,3469,1557,597,4680,1392,149,153,13786,14053,2105
2020,1,9,10,6307,3342,1534,564,4547,1347,148,150,13627,14593,2175
2020,1,9,11,6164,3229,1494,560,4474,1327,139,148,13610,14938,2238
2020,1,9,12,6086,3162,1467,537,4388,1309,136,146,13366,15213,2234
2020,1,9,13,6010,3098,1435,511,4307,1278,132,143,13159,15511,2221
2020,1,9,14,6009,3080,1409,511,4299,1277,128,143,12973,15664,2217
2020,1,9,15,6141,3108,1423,508,4274,1261,128,141,12765,15701,2165
2020,1,9,16,6308,3179,1451,519,4375,1277,132,141,12688,15278,2146
2020,1,9,17,6613,3371,1535,545,4609,1347,141,148,13282,14777,2298
2020,1,9,18,7042,3626,1612,563,4945,1420,149,157,14683,15926,2526
2020,1,9,19,7103,3666,1594,556,4987,1422,150,157,14998,16268,2462
2020,1,9,20,7005,3617,1576,549,4915,1397,150,153,14592,15961,2380
2020,1,9,21,6815,3513,1518,530,4776,1369,145,152,14022,15535,2203
2020,1,9,22,6454,3315,1450,535,4493,1288,138,141,12985,14877,1982
2020,1,9,23,5894,3027,1316,494,4128,1189,128,130,11665,13691,1757
2020,1,9,24,5423,2854,1245,485,3811,1125,119,123,10640,12514,1612
2020,1,10,1,5166,2777,1204,477,3610,1096,117,119,10042,12014,1470
2020,1,10,2,5066,2725,1188,490,3514,1082,114,119,9845,11602,1419
2020,1,10,3,5097,2742,1187,494,3515,1078,115,118,9730,11194,1402
2020,1,10,4,5166,2777,1212,502,3567,1093,117,119,9782,11140,1411
2020,1,10,5,5471,2940,1270,532,3780,1146,124,125,10303,11078,1525
2020,1,10,6,6126,3247,1413,570,4181,1256,138,137,11644,11480,1741
2020,1,10,7,7004,3719,1612,628,4864,1406,149,153,13625,12393,2039
2020,1,10,8,7471,3917,1685,655,5188,1456,155,157,13963,13903,2122
2020,1,10,9,7469,3874,1638,609,5118,1437,152,155,13898,14384,2183
2020,1,10,10,7330,3794,1597,589,5044,1422,152,153,13693,14882,2200
2020,1,10,11,7161,3673,1567,570,4953,1389,145,152,13722,15021,2204
2020,1,10,12,7114,3620,1544,558,4892,1375,150,150,13482,15158,2181
2020,1,10,13,7014,3555,1535,521,4814,1356,136,148,13248,15170,2181
2020,1,10,14,6956,3514,1541,529,4752,1344,139,146,13082,15166,2172
2020,1,10,15,6885,3507,1536,514,4740,1342,153,146,12852,15035,2125
2020,1,10,16,6958,3561,1568,533,4796,1366,148,148,12807,14872,2125
2020,1,10,17,7350,3750,1634,564,5023,1423,156,155,13506,14601,2312
2020,1,10,18,7767,4018,1724,592,5382,1500,163,162,15106,15810,2581
2020,1,10,19,7756,4038,1730,599,5444,1498,163,162,15301,16379,2515
2020,1,10,20,7613,3985,1706,603,5360,1469,160,159,15013,16107,2415
2020,1,10,21,7357,3831,1637,607,5183,1414,155,153,14324,15852,2280
2020,1,10,22,6945,3622,1557,587,4862,1345,145,146,13367,15119,2046
2020,1,10,23,6363,3354,1445,558,4466,1260,135,137,11920,14156,1800
2020,1,10,24,5868,3107,1355,537,4100,1172,132,127,10845,12922,1618
2020,1,11,1,5573,3026,1303,529,3892,1133,128,123,10266,12402,1495
2020,1,11,2,5421,2972,1284,533,3812,1133,126,123,9965,12071,1452
2020,1,11,3,5432,2983,1285,561,3796,1135,126,123,9928,11747,1414
2020,1,11,4,5531,3052,1320,562,3870,1149,129,123,9987,11641,1435
2020,1,11,5,5808,3220,1377,585,4042,1213,136,130,10554,11702,1557
2020,1,11,6,6344,3515,1488,619,4457,1320,152,143,11774,12041,1779
2020,1,11,7,7056,3888,1670,680,5030,1461,163,159,13833,12677,2049
2020,1,11,8,7526,4070,1764,688,5345,1515,166,164,14262,14180,2115
2020,1,11,9,7669,4091,1754,686,5335,1511,166,162,14189,14529,2167
2020,1,11,10,7652,4023,1730,679,5259,1498,164,162,14067,14874,2235
2020,1,11,11,7485,3897,1682,658,5121,1472,164,159,14083,15148,2220
2020,1,11,12,7363,3807,1647,643,5002,1445,160,157,13756,15230,2231
2020,1,11,13,7210,3751,1619,613,4953,1441,157,157,13556,15049,2213
2020,1,11,14,7078,3689,1616,585,4865,1431,155,157,13372,15018,2216
2020,1,11,15,7022,3635,1593,593,4824,1414,153,155,13097,14780,2204
2020,1,11,16,7067,3637,1626,615,4834,1419,155,155,13169,14591,2229
2020,1,11,17,7481,3831,1770,649,5070,1489,164,162,13913,14557,2443
2020,1,11,18,8131,4195,1892,702,5543,1573,174,171,15688,15764,2623
2020,1,11,19,8207,4273,1914,705,5630,1586,176,171,15868,16365,2597
2020,1,11,20,8022,4180,1896,701,5549,1540,174,168,15532,16179,2501
2020,1,11,21,7818,4084,1855,689,5413,1506,170,162,14992,15962,2335
2020,1,11,22,7366,3896,1761,669,5125,1433,160,155,13883,15464,2115
2020,1,11,23,6841,3634,1652,657,4723,1344,150,144,12665,14561,1846
2020,1,11,24,6377,3440,1560,636,4399,1275,145,137,11537,13398,1670
2020,1,12,1,6116,3370,1529,630,4218,1247,143,134,11011,12713,1538
2020,1,12,2,6041,3355,1521,642,4161,1238,143,132,10739,12240,1476
2020,1,12,3,6068,3404,1540,658,4192,1242,143,132,10699,11874,1453
2020,1,12,4,6231,3474,1564,660,4264,1260,146,134,10838,11776,1475
2020,1,12,5,6525,3650,1631,685,4471,1324,153,141,11302,11798,1576
2020,1,12,6,7182,3994,1765,730,4925,1442,170,153,12561,12341,1800
2020,1,12,7,7914,4402,1965,795,5507,1572,183,166,14381,13366,2079
2020,1,12,8,8429,4630,2064,811,5931,1647,187,175,14743,14793,2163
2020,1,12,9,8480,4582,2032,786,5821,1620,184,171,14747,15155,2211
2020,1,12,10,8310,4432,1960,744,5652,1586,180,169,14649,15292,2242
2020,1,12,11,8009,4212,1872,706,5477,1545,171,166,14456,15488,2242
2020,1,12,12,7691,4020,1819,673,5276,1483,167,160,14155,15436,2188
2020,1,12,13,7478,3887,1760,650,5122,1450,162,157,13930,15189,2153
2020,1,12,14,7271,3773,1707,638,4985,1431,159,155,13707,14998,2114
2020,1,12,15,7135,3724,1671,623,4902,1409,156,153,13446,14782,2086
2020,1,12,16,7208,3754,1697,638,4936,1427,156,155,13563,14527,2051
2020,1,12,17,7552,3947,1804,677,5159,1484,166,160,14005,14487,2266
2020,1,12,18,8123,4242,1916,720,5575,1581,176,171,15613,15801,2559
2020,1,12,19,8128,4279,1923,724,5636,1572,178,169,15705,16749,2520
2020,1,12,20,8054,4235,1917,718,5551,1542,177,166,15337,16669,2458
2020,1,12,21,7847,4175,1886,713,5429,1514,173,162,14822,16451,2366
2020,1,12,22,7523,4029,1831,709,5220,1461,166,157,13938,16187,2172
2020,1,12,23,7030,3776,1724,669,4882,1383,159,148,12986,15248,1955
2020,1,12,24,6626,3618,1658,658,4614,1320,153,141,11968,14239,1803
2020,1,13,1,6314,3463,1621,657,4374,1286,148,137,11358,13489,1647
2020,1,13,2,6205,3445,1584,654,4302,1269,149,136,10970,12935,1588
2020,1,13,3,6173,3464,1597,672,4296,1266,149,136,10831,12589,1565
2020,1,13,4,6198,3503,1615,681,4323,1286,152,137,10791,12397,1563
2020,1,13,5,6322,3575,1644,702,4413,1291,155,137,11081,12361,1599
2020,1,13,6,6579,3721,1695,697,4607,1352,159,144,11600,12527,1692
2020,1,13,7,6952,3949,1776,732,4892,1402,170,148,12387,12755,1834
2020,1,13,8,7405,4179,1850,750,5185,1483,177,157,12863,13003,1971
2020,1,13,9,7768,4338,1910,752,5434,1526,178,162,13404,13660,2131
2020,1,13,10,7986,4368,1953,744,5538,1533,177,162,13554,14087,2221
2020,1,13,11,7990,4295,1938,730,5528,1497,173,159,13451,14302,2210
2020,1,13,12,7871,4179,1886,701,5414,1467,167,155,13054,14335,2140
2020,1,13,13,7677,4028,1835,674,5273,1427,160,152,12666,14070,2075
2020,1,13,14,7505,3945,1799,684,5173,1405,156,150,12375,13706,1995
2020,1,13,15,7353,3853,1764,662,5067,1384,155,148,12070,13425,1938
2020,1,13,16,7349,3877,1767,666,5080,1387,156,148,12185,13273,1965
2020,1,13,17,7619,4023,1839,695,5238,1458,167,155,12926,13223,2183
2020,1,13,18,7959,4196,1893,698,5478,1523,173,164,14732,14865,2463
2020,1,13,19,7920,4159,1885,701,5433,1520,171,164,14769,16036,2504
2020,1,13,20,7742,4098,1853,699,5332,1500,169,162,14535,16037,2441
2020,1,13,21,7518,3984,1814,681,5190,1461,166,157,14182,15821,2361
2020,1,13,22,7214,3822,1750,664,4985,1405,160,152,13460,15533,2206
2020,1,13,23,6776,3619,1678,664,4694,1347,152,144,12511,14933,2010
2020,1,13,24,6365,3426,1589,636,4434,1280,146,137,11642,14071,1847
2020,1,14,1,6099,3339,1558,634,4257,1241,143,134,11098,13358,1726
2020,1,14,2,6034,3312,1566,654,4193,1235,142,132,10699,12865,1656
2020,1,14,3,6048,3360,1560,664,4193,1242,142,132,10644,12590,1654
2020,1,14,4,6102,3403,1578,669,4228,1250,145,134,10554,12435,1658
2020,1,14,5,6265,3497,1611,690,4320,1280,148,136,10735,12365,1682
2020,1,14,6,6496,3658,1660,701,4510,1319,152,139,11166,12474,1771
2020,1,14,7,6881,3867,1732,724,4767,1386,160,146,11806,12617,1845
2020,1,14,8,7347,4111,1821,752,5083,1448,169,153,12268,12721,1997
2020,1,14,9,7759,4316,1900,759,5321,1484,171,155,12706,13324,2062
2020,1,14,10,7944,4313,1895,739,5399,1491,170,157,12847,13686,2107
2020,1,14,11,7681,4110,1843,691,5269,1441,166,152,12696,13855,2057
2020,1,14,12,7415,3937,1773,655,5096,1405,160,150,12441,13714,2012
2020,1,14,13,7112,3761,1719,627,4927,1366,157,146,12179,13564,1984
2020,1,14,14,6838,3607,1655,599,4765,1330,152,143,11924,13223,1906
2020,1,14,15,6722,3552,1635,591,4669,1311,152,141,11689,13108,1871
2020,1,14,16,6666,3566,1655,588,4681,1314,153,141,11771,12999,1886
2020,1,14,17,7092,3772,1776,641,4913,1392,162,150,12647,13029,2078
2020,1,14,18,7760,4109,1906,687,5367,1500,170,162,14508,14477,2459
2020,1,14,19,7875,4160,1918,679,5467,1511,174,162,14676,15870,2471
2020,1,14,20,7793,4142,1895,696,5388,1495,173,160,14442,15869,2434
2020,1,14,21,7614,4063,1855,680,5322,1467,169,157,13826,15938,2328
2020,1,14,22,7274,3892,1791,681,5078,1405,162,150,13199,15422,2151
2020,1,14,23,6814,3630,1691,648,4730,1330,153,143,12145,14812,1945
2020,1,14,24,6382,3442,1618,636,4443,1281,148,137,11305,13739,1803
2020,1,15,1,6099,3356,1570,630,4265,1260,143,136,10792,13141,1675
2020,1,15,2,6048,3360,1575,645,4235,1258,146,136,10555,12590,1623
2020,1,15,3,6097,3407,1585,650,4278,1274,146,136,10513,12320,1614
2020,1,15,4,6212,3485,1599,662,4362,1281,149,137,10635,12225,1650
2020,1,15,5,6507,3674,1654,683,4563,1342,156,143,11088,12430,1746
2020,1,15,6,7030,3970,1770,712,4940,1430,167,152,11910,13060,1928
2020,1,15,7,7637,4267,1903,751,5407,1528,180,162,13185,13859,2136
2020,1,15,8,8054,4464,1987,771,5714,1595,186,169,13808,14652,2278
2020,1,15,9,8224,4562,2013,757,5816,1622,186,173,14342,15377,2362
2020,1,15,10,8238,4509,1982,744,5822,1615,184,171,14555,15824,2378
2020,1,15,11,8068,4340,1948,723,5701,1575,178,169,14502,15970,2350
2020,1,15,12,7752,4127,1875,681,5499,1533,170,166,14232,15913,2279
2020,1,15,13,7469,3943,1801,669,5306,1489,166,160,13627,15856,2219
2020,1,15,14,7258,3807,1751,655,5156,1451,162,157,13347,15665,2171
2020,1,15,15,7123,3721,1716,650,5036,1425,157,155,13081,15334,2138
2020,1,15,16,7210,3752,1737,665,5048,1434,159,155,13082,15047,2146
2020,1,15,17,7589,3983,1845,698,5310,1500,169,162,13629,14925,2332
2020,1,15,18,8143,4264,1952,718,5741,1603,180,173,15622,16342,2666
2020,1,15,19,8170,4303,1980,724,5817,1600,183,173,15700,17559,2672
2020,1,15,20,8034,4255,1959,712,5725,1578,181,171,15601,17363,2605
2020,1,15,21,7721,4084,1900,705,5532,1537,176,168,15005,17103,2486
2020,1,15,22,7263,3847,1807,700,5187,1444,163,157,13893,16514,2278
