Year,Month,Day,Period,1,2,3,4,5,6,7,8,9,10,11
2020,10,23,6,5112,2901,1186,478,3784,1130,121,153,10968,13753,1705
2020,10,23,7,5567,3063,1346,517,4068,1161,136,159,12539,14009,1812
2020,10,23,8,5681,3010,1389,510,4044,1160,135,159,12836,14554,1975
2020,10,23,9,5646,2993,1380,483,4009,1153,132,157,13157,15297,2106
2020,10,23,10,5608,2948,1356,462,4000,1146,129,157,13482,16170,2240
2020,10,23,11,5606,2915,1340,459,3968,1146,126,157,13800,16911,2316
2020,10,23,12,5622,2929,1323,457,3961,1139,124,157,13985,17642,2384
2020,10,23,13,5592,2888,1310,431,3928,1133,124,157,14210,18327,2474
2020,10,23,14,5599,2897,1301,441,3937,1139,122,157,14461,18694,2490
2020,10,23,15,5612,2907,1299,449,3983,1127,122,155,14459,18948,2496
2020,10,23,16,5685,2942,1292,450,4015,1127,122,155,14535,18705,2439
2020,10,23,17,5846,3048,1309,454,4120,1142,124,157,14372,18117,2441
2020,10,23,18,6129,3188,1365,491,4280,1188,125,162,14144,18470,2535
2020,10,23,19,6213,3197,1412,482,4296,1189,131,164,15104,17835,2418
2020,10,23,20,6043,3087,1381,481,4158,1155,131,159,14821,16949,2256
2020,10,23,21,5733,2904,1323,463,3901,1083,126,150,14082,15978,2043
2020,10,23,22,5258,2670,1241,445,3570,1005,118,139,12873,14919,1819
2020,10,23,23,4772,2505,1142,431,3305,949,108,130,11481,13677,1625
2020,10,23,24,4429,2361,1053,417,3079,910,103,125,10441,12835,1503
2020,10,24,1,4279,2310,1012,408,2995,894,98,123,9805,12565,1425
2020,10,24,2,4232,2307,1003,424,2972,891,96,121,9450,12276,1388
2020,10,24,3,4263,2333,992,428,3008,896,96,121,9284,12127,1372
2020,10,24,4,4456,2439,1014,448,3149,936,98,127,9322,12198,1435
2020,10,24,5,4978,2728,1096,490,3548,1036,104,139,9805,12822,1533
2020,10,24,6,5749,3150,1206,518,4159,1167,119,157,10840,14049,1701
2020,10,24,7,6339,3349,1360,545,4470,1219,135,164,12616,14041,1817
2020,10,24,8,6383,3275,1420,532,4407,1199,136,162,12932,14435,1990
2020,10,24,9,6167,3162,1386,491,4290,1191,134,162,13142,15080,2126
2020,10,24,10,5947,3082,1348,466,4182,1169,129,160,13580,15852,2256
2020,10,24,11,5750,2968,1327,455,4081,1155,128,159,13795,16337,2356
2020,10,24,12,5657,2918,1285,443,4010,1150,125,159,13895,16807,2417
2020,10,24,13,5548,2841,1272,430,3924,1136,124,157,13974,17300,2491
2020,10,24,14,5457,2829,1264,423,3871,1133,122,157,14168,17573,2523
2020,10,24,15,5462,2819,1260,416,3854,1125,121,155,14066,17606,2494
2020,10,24,16,5481,2840,1284,427,3871,1119,121,153,14016,17270,2407
2020,10,24,17,5738,2977,1317,436,3996,1142,122,157,13816,16733,2399
2020,10,24,18,6169,3231,1392,470,4297,1202,128,164,13777,17255,2533
2020,10,24,19,6372,3319,1471,475,4401,1206,135,166,14858,16731,2421
2020,10,24,20,6310,3253,1485,482,4305,1175,134,160,14509,16008,2279
2020,10,24,21,6024,3098,1425,458,4077,1114,131,153,13850,15168,2057
2020,10,24,22,5532,2843,1354,451,3748,1032,122,143,12777,14211,1823
2020,10,24,23,5079,2648,1245,428,3428,979,112,134,11380,13177,1645
2020,10,24,24,4766,2532,1186,428,3237,936,108,128,10386,12341,1499
2020,10,25,1,4592,2508,1145,429,3157,926,103,127,9720,12034,1432
2020,10,25,2,4586,2528,1119,450,3147,930,103,127,9433,11666,1386
2020,10,25,3,4641,2579,1133,439,3186,918,103,125,9235,11641,1384
2020,10,25,4,4880,2703,1168,467,3344,965,105,130,9281,11887,1447
2020,10,25,5,5442,3041,1256,493,3753,1080,114,144,9737,12221,1585
2020,10,25,6,6280,3494,1403,552,4351,1216,126,162,10815,13176,1737
2020,10,25,7,6870,3695,1578,566,4678,1258,139,169,12526,13072,1855
2020,10,25,8,6940,3618,1630,549,4598,1263,145,171,12973,13436,1983
2020,10,25,9,6680,3446,1585,525,4459,1227,142,166,13127,14041,2114
2020,10,25,10,6372,3248,1514,498,4294,1199,139,164,13406,14724,2221
2020,10,25,11,6104,3096,1456,472,4147,1166,134,159,13430,15318,2261
2020,10,25,12,5896,3009,1403,455,4041,1149,131,157,13381,15522,2347
2020,10,25,13,5760,2933,1364,440,3947,1114,128,153,13428,15961,2327
2020,10,25,14,5629,2860,1326,430,3870,1105,125,152,13547,15949,2330
2020,10,25,15,5548,2820,1297,431,3830,1094,124,150,13309,15882,2302
2020,10,25,16,5572,2859,1291,418,3841,1094,122,150,13295,15446,2256
2020,10,25,17,5703,2948,1324,428,3927,1122,122,153,13128,14990,2253
2020,10,25,18,6076,3120,1370,465,4147,1164,126,159,13142,15742,2389
2020,10,25,19,6181,3143,1441,466,4155,1157,131,159,13976,15349,2305
2020,10,25,20,6071,3075,1431,479,4063,1127,131,155,13621,14890,2202
2020,10,25,21,5837,2938,1392,464,3860,1089,126,150,13090,14481,2016
2020,10,25,22,5535,2796,1338,464,3652,1024,122,141,12405,13776,1852
2020,10,25,23,5163,2630,1261,453,3381,966,115,132,11405,12890,1646
2020,10,25,24,4839,2565,1200,448,3202,922,108,127,10418,12205,1525
2020,10,26,1,4719,2518,1156,447,3090,907,105,123,9666,11854,1447
2020,10,26,2,4661,2533,1159,451,3083,915,105,125,9340,11499,1410
2020,10,26,3,4641,2550,1142,447,3083,916,104,125,9118,11389,1386
2020,10,26,4,4729,2610,1158,470,3140,940,105,127,9040,11366,1412
2020,10,26,5,4915,2762,1197,476,3314,983,110,132,9180,11592,1486
2020,10,26,6,5330,2947,1273,513,3567,1036,115,139,9583,11819,1562
2020,10,26,7,5796,3200,1365,537,3856,1102,126,148,10325,11483,1652
2020,10,26,8,6167,3335,1441,545,4074,1146,132,155,10905,11919,1825
2020,10,26,9,6294,3318,1469,526,4143,1150,135,155,11485,12640,1918
2020,10,26,10,6186,3195,1449,494,4037,1124,132,153,11978,13003,2016
2020,10,26,11,5965,3027,1403,475,3897,1096,128,150,12076,13298,2041
2020,10,26,12,5670,2862,1342,462,3736,1053,122,144,12005,13309,2044
2020,10,26,13,5405,2718,1276,438,3598,1022,118,141,12035,13243,2025
2020,10,26,14,5209,2647,1238,412,3521,1013,115,139,11898,13233,2036
2020,10,26,15,5175,2632,1208,413,3480,1005,114,137,11896,13147,2018
2020,10,26,16,5242,2669,1209,422,3504,1010,112,139,11860,13223,2033
2020,10,26,17,5405,2769,1232,437,3626,1055,112,144,12002,13263,2147
2020,10,26,18,5734,2931,1313,463,3845,1099,118,150,12274,14364,2289
2020,10,26,19,5872,2964,1368,467,3868,1094,124,150,13157,14136,2214
2020,10,26,20,5788,2929,1365,461,3806,1078,122,148,12928,13836,2097
2020,10,26,21,5608,2850,1327,465,3687,1032,119,141,12434,13543,1957
2020,10,26,22,5316,2713,1280,450,3447,985,115,136,11749,13058,1779
2020,10,26,23,4977,2558,1199,434,3243,932,110,128,10855,12289,1623
2020,10,26,24,4708,2474,1148,427,3089,901,105,123,10091,11589,1491
2020,10,27,1,4541,2439,1113,417,3015,891,101,121,9435,11350,1419
2020,10,27,2,4491,2442,1110,428,2988,886,101,121,9061,11101,1382
2020,10,27,3,4518,2457,1110,449,3016,897,101,121,8852,10876,1335
2020,10,27,4,4560,2501,1124,454,3043,915,103,123,8804,10929,1372
2020,10,27,5,4770,2642,1150,470,3177,950,105,128,8945,10874,1403
2020,10,27,6,5070,2830,1217,498,3424,997,111,134,9175,11445,1453
2020,10,27,7,5485,3038,1297,517,3706,1044,119,141,9645,11106,1541
2020,10,27,8,5821,3190,1358,529,3919,1086,125,146,9953,11495,1661
2020,10,27,9,5982,3179,1385,493,4018,1103,126,148,10636,12149,1804
2020,10,27,10,5922,3073,1382,484,3948,1071,126,144,11134,12672,1915
2020,10,27,11,5715,2948,1327,452,3839,1052,122,143,11449,13301,2035
2020,10,27,12,5523,2801,1290,443,3713,1021,118,139,11504,13795,2112
2020,10,27,13,5369,2718,1252,414,3616,1004,114,137,11696,14160,2179
2020,10,27,14,5223,2647,1212,402,3526,1000,112,137,11656,14675,2204
2020,10,27,15,5126,2601,1200,392,3500,993,111,136,11719,14979,2201
2020,10,27,16,5169,2610,1186,403,3523,996,110,137,11835,15004,2171
2020,10,27,17,5391,2755,1220,419,3675,1041,112,143,12031,14915,2239
2020,10,27,18,5843,2973,1307,439,3994,1097,118,150,12471,16001,2404
2020,10,27,19,5956,2994,1389,451,4048,1113,126,153,13620,15706,2320
2020,10,27,20,5849,2909,1355,458,3947,1085,126,150,13456,15222,2173
2020,10,27,21,5571,2768,1328,447,3727,1035,121,143,12866,14371,1979
2020,10,27,22,5129,2557,1254,428,3428,963,114,132,12071,13131,1765
2020,10,27,23,4678,2365,1154,418,3122,908,104,125,10925,12240,1580
2020,10,27,24,4418,2307,1087,412,3002,888,98,121,10013,11634,1455
2020,10,28,1,4254,2270,1055,422,2918,871,97,119,9408,11386,1398
2020,10,28,2,4232,2297,1050,427,2918,879,97,119,9028,11490,1378
2020,10,28,3,4274,2350,1055,444,2978,896,98,121,8961,11345,1359
2020,10,28,4,4478,2467,1095,465,3107,929,100,127,9052,11520,1446
2020,10,28,5,4986,2791,1184,486,3525,1035,105,139,9512,12086,1623
2020,10,28,6,5768,3158,1337,541,4072,1161,121,155,10536,13438,1843
2020,10,28,7,6298,3363,1503,565,4432,1224,135,164,12315,14041,1947
2020,10,28,8,6328,3304,1546,555,4372,1220,138,166,12904,13965,2101
2020,10,28,9,6260,3228,1517,541,4276,1205,136,164,13139,14637,2231
2020,10,28,10,6130,3133,1488,518,4227,1194,132,162,13569,15192,2315
2020,10,28,11,6034,3075,1471,502,4149,1158,131,159,13815,15646,2371
2020,10,28,12,5956,2994,1421,482,4086,1157,128,159,13742,15950,2376
2020,10,28,13,5896,2952,1398,469,4022,1147,124,157,13763,16258,2408
2020,10,28,14,5804,2922,1364,465,3982,1139,124,157,13734,16322,2397
2020,10,28,15,5794,2904,1344,462,3977,1128,121,155,13511,16241,2380
2020,10,28,16,5859,2965,1352,474,4024,1132,121,155,13460,15934,2327
2020,10,28,17,6100,3108,1393,477,4159,1172,122,160,13436,15553,2400
2020,10,28,18,6464,3278,1469,489,4407,1220,129,166,13710,16387,2540
2020,10,28,19,6491,3262,1501,477,4401,1208,134,166,14493,15958,2465
2020,10,28,20,6311,3141,1471,470,4251,1171,131,160,14225,15438,2335
2020,10,28,21,5975,2936,1399,445,3981,1091,125,150,13570,14930,2089
2020,10,28,22,5446,2729,1313,422,3617,1018,115,141,12509,13930,1829
2020,10,28,23,5001,2509,1195,397,3311,949,107,130,11296,12895,1631
2020,10,28,24,4672,2420,1115,398,3118,913,101,125,10274,12192,1529
2020,10,29,1,4498,2387,1084,398,3035,899,98,123,9547,12047,1439
2020,10,29,2,4454,2389,1068,401,3006,899,97,123,9290,11914,1427
2020,10,29,3,4484,2403,1075,401,3010,894,96,121,9165,11801,1418
2020,10,29,4,4687,2531,1092,416,3166,940,97,127,9244,11927,1488
2020,10,29,5,5223,2823,1181,465,3537,1021,104,137,9682,12507,1673
2020,10,29,6,6061,3227,1330,510,4088,1149,118,153,10583,13471,1942
2020,10,29,7,6622,3429,1499,534,4447,1202,129,162,12053,13880,1998
2020,10,29,8,6632,3359,1547,513,4375,1205,135,164,12871,13848,2094
2020,10,29,9,6484,3270,1506,481,4296,1186,132,160,13019,14445,2184
2020,10,29,10,6297,3153,1460,463,4205,1174,132,160,13327,14859,2238
2020,10,29,11,6103,3066,1407,454,4124,1161,128,159,13483,15180,2280
2020,10,29,12,5888,2962,1371,442,4031,1149,126,157,13213,15449,2310
2020,10,29,13,5739,2887,1338,424,3953,1111,124,152,13258,15590,2305
2020,10,29,14,5620,2830,1317,412,3880,1117,121,153,12987,15644,2262
2020,10,29,15,5548,2797,1280,400,3856,1108,119,152,12974,15454,2264
2020,10,29,16,5609,2852,1284,417,3883,1110,119,152,12892,15168,2180
2020,10,29,17,5879,2998,1333,431,4036,1144,121,157,12837,14849,2261
2020,10,29,18,6374,3243,1425,460,4336,1202,125,164,13148,15918,2451
2020,10,29,19,6562,3307,1506,478,4409,1211,132,166,14327,15655,2368
2020,10,29,20,6472,3245,1496,478,4311,1186,134,162,14146,15155,2241
2020,10,29,21,6173,3062,1447,467,4062,1114,129,153,13599,14501,2041
2020,10,29,22,5688,2881,1373,453,3789,1055,121,144,12641,13589,1785
2020,10,29,23,5243,2714,1285,432,3466,980,110,134,11305,12623,1619
2020,10,29,24,4866,2576,1202,428,3250,958,105,130,10219,12247,1450
2020,10,30,1,4734,2545,1167,433,3185,935,103,127,9559,11787,1391
2020,10,30,2,4728,2578,1156,444,3189,936,103,127,9199,11641,1380
2020,10,30,3,4766,2622,1167,455,3244,946,104,128,9122,11729,1365
2020,10,30,4,5020,2755,1190,459,3394,994,107,134,9169,11917,1433
2020,10,30,5,5552,3049,1277,504,3805,1074,114,144,9639,12372,1616
2020,10,30,6,6343,3475,1443,565,4418,1217,131,162,10859,13182,1876
2020,10,30,7,6938,3709,1616,586,4751,1269,145,171,12616,13551,1942
2020,10,30,8,6949,3609,1652,556,4669,1247,148,169,12962,13814,2034
2020,10,30,9,6746,3481,1592,537,4544,1233,142,168,13059,14410,2156
2020,10,30,10,6501,3322,1536,515,4413,1200,136,162,13258,15012,2201
2020,10,30,11,6316,3208,1485,484,4299,1177,134,160,13250,15307,2231
2020,10,30,12,6132,3083,1435,474,4168,1161,129,159,13171,15509,2251
2020,10,30,13,6021,3007,1398,461,4070,1142,125,155,13076,15847,2278
2020,10,30,14,5947,2942,1368,458,4003,1130,122,155,13195,15893,2266
2020,10,30,15,5935,2923,1336,459,3973,1125,122,153,13117,15851,2221
2020,10,30,16,6060,2983,1357,467,3993,1125,122,153,13035,15597,2182
2020,10,30,17,6286,3107,1401,472,4157,1146,121,155,12950,15240,2258
2020,10,30,18,6458,3217,1463,482,4303,1169,124,159,13147,15798,2335
2020,10,30,19,6355,3174,1479,487,4215,1161,128,159,13601,15236,2254
2020,10,30,20,6190,3115,1437,474,4160,1163,128,159,13218,14822,2155
2020,10,30,21,5973,3010,1410,465,3997,1119,126,153,12884,14537,1980
2020,10,30,22,5438,2659,1313,446,3635,1033,119,141,12209,13624,1768
2020,10,30,23,4999,2513,1222,423,3348,974,111,134,11170,12519,1589
2020,10,30,24,4701,2526,1180,431,3234,955,105,130,10143,12033,1393
2020,10,31,1,4512,2487,1145,427,3159,941,107,128,9800,11447,1419
2020,10,31,2,4432,2468,1134,434,3102,933,105,127,9657,11382,1386
2020,10,31,3,4482,2498,1126,447,3132,938,105,127,9427,11314,1382
2020,10,31,4,4628,2604,1129,455,3249,983,108,134,9523,11321,1469
2020,10,31,5,5122,2870,1201,482,3606,1083,114,146,10019,11861,1664
2020,10,31,6,5864,3223,1326,551,4148,1219,131,164,11075,12795,1971
2020,10,31,7,6475,3443,1503,572,4475,1266,145,171,12597,13433,2017
2020,10,31,8,6492,3365,1556,542,4394,1250,146,169,13250,13613,2112
2020,10,31,9,6334,3250,1510,514,4288,1222,141,166,13399,14216,2183
2020,10,31,10,6115,3130,1456,488,4183,1189,138,162,13732,14542,2209
2020,10,31,11,5898,2990,1405,474,4069,1166,134,159,13668,14843,2212
2020,10,31,12,5804,2948,1380,454,4002,1166,129,160,13662,15028,2220
2020,10,31,13,5638,2872,1347,439,3938,1149,125,157,13829,15211,2236
2020,10,31,14,5561,2822,1312,420,3875,1135,124,155,13778,15168,2232
2020,10,31,15,5519,2786,1308,424,3825,1122,121,153,13691,15145,2132
2020,10,31,16,5594,2842,1298,420,3871,1119,121,153,13633,14977,2155
2020,10,31,17,5878,3008,1336,444,4058,1169,122,160,13582,14665,2317
2020,10,31,18,6342,3259,1447,483,4406,1241,129,169,13735,15908,2432
2020,10,31,19,6534,3311,1516,488,4444,1239,136,169,14742,15588,2360
2020,10,31,20,6439,3253,1508,486,4355,1206,135,166,14531,15190,2233
2020,10,31,21,6137,3084,1465,475,4126,1142,132,157,13827,14504,2015
2020,10,31,22,5679,2906,1377,462,3803,1080,125,148,12766,13601,1771
2020,10,31,23,5216,2699,1284,455,3500,1008,117,137,11499,12220,1631
2020,10,31,24,4943,2667,1225,439,3338,977,112,134,10496,11510,1473
2020,11,1,1,4770,2614,1183,451,3240,963,110,130,9715,11294,1414
2020,11,1,2,4792,2654,1168,452,3253,971,110,132,9392,11308,1381
2020,11,1,3,4838,2700,1171,452,3281,977,110,132,9326,11202,1382
2020,11,1,4,5112,2861,1218,485,3462,1032,111,139,9335,11382,1449
2020,11,1,5,5690,3163,1315,533,3879,1127,118,152,9844,11851,1659
2020,11,1,6,6557,3610,1465,583,4474,1261,132,168,10928,13143,1922
2020,11,1,7,7191,3854,1639,611,4865,1319,146,177,12617,13501,2016
2020,11,1,8,7245,3788,1695,593,4793,1306,150,177,13161,13466,2097
2020,11,1,9,7030,3643,1656,560,4675,1283,146,173,13212,14185,2137
2020,11,1,10,6761,3467,1592,533,4495,1247,142,169,13556,14398,2186
2020,11,1,11,6491,3289,1526,513,4302,1210,136,164,13642,14779,2214
2020,11,1,12,6223,3160,1469,501,4174,1191,132,162,13663,14919,2233
2020,11,1,13,5929,3056,1424,469,4056,1167,126,159,13868,15158,2248
2020,11,1,14,5876,2971,1378,469,3972,1142,124,157,13711,15231,2227
2020,11,1,15,5781,2943,1361,465,3906,1130,124,155,13613,15155,2161
2020,11,1,16,5814,2971,1349,464,3947,1121,122,153,13579,14851,2116
2020,11,1,17,6077,3134,1407,482,4097,1158,122,159,13377,14513,2221
2020,11,1,18,6465,3339,1482,502,4381,1216,125,166,13419,15580,2319
2020,11,1,19,6463,3287,1521,494,4322,1191,132,162,14189,15061,2271
2020,11,1,20,6299,3229,1482,499,4228,1169,134,160,13807,14627,2153
2020,11,1,21,6032,3091,1445,488,4041,1132,129,155,13209,14153,1988
2020,11,1,22,5592,2910,1370,463,3806,1071,122,146,12389,13630,1818
2020,11,1,23,5168,2727,1285,452,3506,1011,118,139,11445,12487,1655
2020,11,1,24,4851,2610,1216,436,3316,977,111,134,10485,11668,1491
2020,11,2,1,4602,2546,1156,433,3216,968,108,132,9728,11326,1445
2020,11,2,2,4519,2529,1139,432,3183,955,110,130,9403,11156,1378
2020,11,2,3,4460,2521,1140,437,3185,955,110,130,9090,11077,1378
2020,11,2,4,4489,2585,1155,449,3250,985,110,134,9096,11106,1410
2020,11,2,5,4677,2718,1183,461,3415,1025,114,139,9250,11357,1444
2020,11,2,6,4995,2890,1244,483,3655,1077,119,144,9646,11556,1572
2020,11,2,7,5432,3077,1320,517,3955,1146,128,153,10357,11284,1691
2020,11,2,8,5768,3229,1389,517,4180,1169,135,157,10870,11695,1776
2020,11,2,9,5990,3263,1435,517,4293,1180,139,159,11472,12355,1878
2020,11,2,10,6020,3178,1429,513,4185,1169,136,159,11988,12749,1955
2020,11,2,11,5895,3051,1416,485,4046,1132,131,153,12139,13037,1988
2020,11,2,12,5686,2931,1358,452,3891,1102,125,150,12050,13301,2003
2020,11,2,13,5453,2803,1315,434,3744,1066,121,146,12097,13411,1996
2020,11,2,14,5288,2720,1259,431,3632,1046,117,143,12087,13520,1987
2020,11,2,15,5233,2701,1230,408,3591,1049,114,144,12105,13461,1968
2020,11,2,16,5265,2731,1226,416,3609,1049,115,144,12040,13424,1966
2020,11,2,17,5447,2832,1255,431,3722,1075,117,146,12097,13444,2095
2020,11,2,18,5727,2988,1338,449,3973,1132,121,153,12401,14632,2226
2020,11,2,19,5724,2975,1368,456,3957,1117,128,153,13291,14260,2177
2020,11,2,20,5552,2889,1337,449,3852,1107,125,152,13031,13849,2057
2020,11,2,21,5332,2802,1298,433,3707,1068,124,146,12384,13469,1918
2020,11,2,22,5076,2667,1241,428,3529,1018,118,139,11814,12880,1754
2020,11,2,23,4724,2532,1164,405,3306,969,112,134,10992,12050,1615
2020,11,2,24,4423,2412,1110,393,3096,933,110,128,10163,11313,1494
2020,11,3,1,4223,2356,1073,387,2997,918,105,125,9494,10548,1486
2020,11,3,2,4124,2336,1042,397,2942,908,108,123,8969,10632,1370
2020,11,3,3,4047,2312,999,397,2937,907,110,123,8884,10627,1342
2020,11,3,4,4064,2346,996,409,2950,913,110,125,8852,10950,1331
2020,11,3,5,4178,2431,1032,414,3047,941,114,128,9131,11163,1381
2020,11,3,6,4400,2549,1084,440,3180,977,126,132,9418,10986,1432
2020,11,3,7,4694,2717,1163,444,3405,1035,128,139,9844,11358,1505
2020,11,3,8,5097,2904,1210,457,3695,1085,134,146,10488,11669,1693
2020,11,3,9,5454,3020,1274,443,3904,1114,131,152,11109,11915,1801
2020,11,3,10,5591,2998,1279,442,3963,1105,128,150,11388,12264,1880
2020,11,3,11,5532,2908,1269,420,3898,1074,121,146,11605,12535,1922
2020,11,3,12,5386,2815,1230,415,3785,1068,114,146,11585,12689,1934
2020,11,3,13,5328,2749,1219,388,3700,1039,112,143,11711,12627,1940
2020,11,3,14,5209,2708,1200,388,3639,1029,115,141,11681,12752,1920
2020,11,3,15,5144,2677,1196,391,3586,1022,121,141,11669,12819,1915
2020,11,3,16,5193,2710,1203,400,3612,1033,122,141,11736,13310,1925
2020,11,3,17,5462,2839,1290,412,3751,1082,122,148,12398,14901,2136
2020,11,3,18,6078,3122,1388,447,4130,1166,124,159,13467,14498,2330
2020,11,3,19,6090,3134,1372,447,4177,1163,124,159,13401,14043,2281
2020,11,3,20,5961,3077,1349,440,4075,1146,119,157,13053,13465,2192
2020,11,3,21,5754,2961,1304,436,3921,1108,122,152,12367,12506,2042
2020,11,3,22,5404,2780,1232,428,3662,1038,114,143,11460,11655,1803
2020,11,3,23,4962,2591,1150,419,3351,972,110,134,10459,11031,1610
2020,11,3,24,4553,2428,1097,415,3124,935,104,128,9740,11042,1524
2020,11,4,1,4390,2377,1051,408,2987,916,104,125,9304,10902,1400
2020,11,4,2,4328,2343,1036,411,2947,913,104,125,8979,10949,1367
2020,11,4,3,4358,2379,1061,421,2951,916,104,125,9046,10751,1373
2020,11,4,4,4453,2445,1082,424,3032,941,108,128,9324,10635,1366
2020,11,4,5,4761,2589,1150,461,3211,996,117,136,9756,10653,1457
2020,11,4,6,5409,2913,1293,504,3611,1094,131,148,11054,11074,1697
2020,11,4,7,6255,3318,1481,544,4192,1220,141,166,12372,12147,1912
2020,11,4,8,6604,3453,1542,560,4434,1264,142,171,13014,12888,2020
2020,11,4,9,6480,3351,1494,521,4352,1241,141,168,13237,13744,2118
2020,11,4,10,6210,3213,1445,496,4227,1214,135,166,13416,14147,2173
2020,11,4,11,6045,3119,1410,470,4150,1199,129,164,13491,14724,2211
2020,11,4,12,5857,3014,1373,465,4063,1175,128,160,13569,14859,2195
2020,11,4,13,5727,2937,1341,459,3999,1175,124,160,13701,14964,2196
2020,11,4,14,5623,2883,1309,444,3939,1153,124,159,13770,15108,2190
2020,11,4,15,5520,2859,1288,434,3902,1144,122,157,13662,15028,2133
2020,11,4,16,5551,2858,1305,443,3893,1142,121,157,13523,14853,2135
2020,11,4,17,5877,3006,1388,462,4026,1183,126,162,13893,14395,2291
2020,11,4,18,6471,3276,1512,490,4370,1263,134,173,15046,15465,2472
2020,11,4,19,6603,3350,1523,503,4476,1264,136,173,14857,15943,2423
2020,11,4,20,6502,3298,1485,485,4401,1241,138,169,14211,15583,2323
2020,11,4,21,6288,3174,1446,494,4216,1196,131,164,13509,15155,2155
2020,11,4,22,5885,2990,1367,478,3957,1124,122,153,12338,14469,1941
2020,11,4,23,5377,2802,1270,455,3653,1052,115,143,10992,13549,1720
2020,11,4,24,4953,2627,1192,454,3355,994,111,136,10361,12105,1555
2020,11,5,1,4701,2552,1136,443,3208,974,108,132,9751,11527,1431
2020,11,5,2,4600,2526,1120,455,3136,958,105,130,9498,11197,1403
2020,11,5,3,4579,2532,1120,453,3133,961,107,130,9350,11013,1393
2020,11,5,4,4642,2574,1141,456,3165,974,110,132,9541,10705,1411
2020,11,5,5,4930,2701,1205,486,3333,1022,118,139,10016,10625,1467
2020,11,5,6,5571,3026,1350,529,3765,1138,132,153,11373,10961,1701
2020,11,5,7,6424,3437,1520,572,4318,1255,143,169,12646,11999,1942
2020,11,5,8,6708,3534,1584,581,4534,1284,142,173,13166,13125,2043
2020,11,5,9,6525,3422,1536,555,4433,1256,142,171,13340,13938,2113
2020,11,5,10,6322,3301,1475,538,4315,1239,136,168,13568,14171,2171
2020,11,5,11,6138,3150,1429,506,4221,1216,132,166,13673,14589,2208
2020,11,5,12,5907,3015,1373,483,4113,1178,128,160,13580,14771,2198
2020,11,5,13,5783,2929,1333,465,4015,1164,124,159,13854,14708,2200
2020,11,5,14,5673,2864,1315,463,3955,1150,124,157,13757,15089,2180
2020,11,5,15,5638,2839,1305,467,3911,1147,121,157,13672,15030,2168
2020,11,5,16,5716,2872,1322,465,3934,1155,122,159,13546,14823,2141
2020,11,5,17,6110,3044,1417,489,4114,1202,128,164,14015,14386,2312
2020,11,5,18,6606,3333,1526,519,4502,1278,135,175,15125,15455,2479
2020,11,5,19,6609,3336,1513,513,4547,1264,139,173,14923,15973,2425
2020,11,5,20,6463,3296,1486,500,4486,1258,138,171,14417,15628,2320
2020,11,5,21,6248,3198,1433,501,4324,1213,132,166,13644,15195,2200
2020,11,5,22,5839,2977,1342,480,4020,1132,125,155,12568,14253,1966
2020,11,5,23,5287,2777,1238,455,3689,1061,115,144,11204,13037,1722
2020,11,5,24,4802,2584,1158,428,3410,1007,111,137,10388,11735,1574
2020,11,6,1,4516,2483,1096,432,3203,972,108,132,9805,11454,1460
2020,11,6,2,4369,2438,1085,434,3136,957,107,130,9503,11118,1411
2020,11,6,3,4350,2452,1070,433,3098,952,107,128,9475,10816,1393
2020,11,6,4,4367,2475,1083,435,3147,969,110,132,9457,10812,1403
2020,11,6,5,4643,2608,1124,443,3314,1030,117,139,10029,10793,1486
2020,11,6,6,5191,2887,1247,486,3722,1125,132,152,11270,11315,1687
2020,11,6,7,5981,3269,1413,517,4278,1242,143,168,12711,12174,1899
2020,11,6,8,6314,3410,1484,536,4520,1280,143,173,13168,13318,2013
2020,11,6,9,6206,3313,1460,514,4441,1258,142,171,13375,13794,2074
2020,11,6,10,6019,3188,1420,509,4323,1233,136,168,13550,14189,2147
2020,11,6,11,5941,3126,1404,494,4250,1225,132,168,13578,14625,2192
2020,11,6,12,5790,3019,1375,478,4127,1192,128,162,13645,14804,2219
2020,11,6,13,5734,2965,1342,461,4073,1194,126,162,13780,14878,2208
2020,11,6,14,5674,2923,1328,452,4009,1175,124,160,13828,15141,2204
2020,11,6,15,5607,2899,1312,448,3970,1171,121,160,13696,15115,2177
2020,11,6,16,5643,2894,1323,452,3960,1163,122,159,13567,14836,2185
2020,11,6,17,5909,3057,1418,463,4141,1210,129,166,13987,14522,2410
2020,11,6,18,6426,3292,1511,495,4496,1263,136,173,15051,15704,2507
2020,11,6,19,6384,3305,1495,495,4531,1261,136,173,14774,16087,2443
2020,11,6,20,6227,3221,1462,488,4423,1244,135,169,14335,15706,2342
2020,11,6,21,5986,3139,1412,481,4276,1202,131,164,13590,15364,2187
2020,11,6,22,5607,2955,1323,472,4020,1121,122,153,12524,14515,1975
2020,11,6,23,5090,2720,1225,447,3643,1050,115,143,11376,13247,1736
2020,11,6,24,4646,2545,1132,428,3375,991,108,136,10339,12210,1624
2020,11,7,1,4332,2449,1084,419,3164,965,108,132,9787,11738,1468
2020,11,7,2,4194,2405,1065,424,3094,949,105,128,9442,11419,1398
2020,11,7,3,4138,2397,1040,414,3081,947,105,128,9465,11118,1377
2020,11,7,4,4169,2424,1061,420,3098,947,108,128,9527,11048,1382
2020,11,7,5,4394,2532,1108,423,3248,990,115,134,9962,10794,1493
