,fips_code,lim_timestamp,case_5b_prob,date
123616,48029,02-10 16:00:00,0.0,02-10
123617,48029,02-10 17:00:00,0.0,02-10
123618,48029,02-10 18:00:00,0.0,02-10
123619,48029,02-10 19:00:00,0.0,02-10
123620,48029,02-10 20:00:00,0.0,02-10
123621,48029,02-10 21:00:00,0.0,02-10
123622,48029,02-10 22:00:00,0.0,02-10
123623,48029,02-10 23:00:00,0.0,02-10
132360,48031,02-10 00:00:00,0.0,02-10
132361,48031,02-10 01:00:00,0.0,02-10
132362,48031,02-10 02:00:00,0.0,02-10
132363,48031,02-10 03:00:00,0.0,02-10
132364,48031,02-10 04:00:00,0.0,02-10
132365,48031,02-10 05:00:00,0.0059523809523809,02-10
132366,48031,02-10 06:00:00,0.0059523809523809,02-10
132367,48031,02-10 07:00:00,0.0059523809523809,02-10
132368,48031,02-10 08:00:00,0.0059523809523809,02-10
132369,48031,02-10 09:00:00,0.0059523809523809,02-10
132370,48031,02-10 10:00:00,0.0059523809523809,02-10
132371,48031,02-10 11:00:00,0.0059523809523809,02-10
132372,48031,02-10 12:00:00,0.0,02-10
132373,48031,02-10 13:00:00,0.0,02-10
132374,48031,02-10 14:00:00,0.0,02-10
132375,48031,02-10 15:00:00,0.0,02-10
132376,48031,02-10 16:00:00,0.0,02-10
132377,48031,02-10 17:00:00,0.0,02-10
132378,48031,02-10 18:00:00,0.0,02-10
132379,48031,02-10 19:00:00,0.0,02-10
132380,48031,02-10 20:00:00,0.0,02-10
132381,48031,02-10 21:00:00,0.0,02-10
132382,48031,02-10 22:00:00,0.0,02-10
132383,48031,02-10 23:00:00,0.0,02-10
141120,48033,02-10 00:00:00,0.0,02-10
141121,48033,02-10 01:00:00,0.0,02-10
141122,48033,02-10 02:00:00,0.0,02-10
141123,48033,02-10 03:00:00,0.0,02-10
141124,48033,02-10 04:00:00,0.0,02-10
141125,48033,02-10 05:00:00,0.0,02-10
141126,48033,02-10 06:00:00,0.0,02-10
141127,48033,02-10 07:00:00,0.0,02-10
141128,48033,02-10 08:00:00,0.0,02-10
141129,48033,02-10 09:00:00,0.0,02-10
141130,48033,02-10 10:00:00,0.0,02-10
141131,48033,02-10 11:00:00,0.0,02-10
141132,48033,02-10 12:00:00,0.0,02-10
141133,48033,02-10 13:00:00,0.0,02-10
141134,48033,02-10 14:00:00,0.0,02-10
141135,48033,02-10 15:00:00,0.0,02-10
141136,48033,02-10 16:00:00,0.0,02-10
141137,48033,02-10 17:00:00,0.0,02-10
141138,48033,02-10 18:00:00,0.0,02-10
141139,48033,02-10 19:00:00,0.0,02-10
141140,48033,02-10 20:00:00,0.0,02-10
141141,48033,02-10 21:00:00,0.0,02-10
141142,48033,02-10 22:00:00,0.0,02-10
141143,48033,02-10 23:00:00,0.0,02-10
149880,48035,02-10 00:00:00,0.0,02-10
149881,48035,02-10 01:00:00,0.0,02-10
149882,48035,02-10 02:00:00,0.0,02-10
149883,48035,02-10 03:00:00,0.0,02-10
149884,48035,02-10 04:00:00,0.0,02-10
149885,48035,02-10 05:00:00,0.0,02-10
149886,48035,02-10 06:00:00,0.0,02-10
149887,48035,02-10 07:00:00,0.0,02-10
149888,48035,02-10 08:00:00,0.0,02-10
149889,48035,02-10 09:00:00,0.0,02-10
149890,48035,02-10 10:00:00,0.0,02-10
149891,48035,02-10 11:00:00,0.0,02-10
149892,48035,02-10 12:00:00,0.0,02-10
149893,48035,02-10 13:00:00,0.0,02-10
149894,48035,02-10 14:00:00,0.0,02-10
149895,48035,02-10 15:00:00,0.0,02-10
149896,48035,02-10 16:00:00,0.0,02-10
