fips_code,lim_timestamp,case_4b_prob,date
48007,5/20/25 16:00,0,20-May
48007,5/20/25 17:00,0,20-May
48007,5/20/25 18:00,0,20-May
48007,5/20/25 19:00,0,20-May
48007,5/20/25 20:00,0,20-May
48007,5/20/25 21:00,0,20-May
48007,5/20/25 22:00,0,20-May
48007,5/20/25 23:00,0,20-May
48009,5/20/25 0:00,0,20-May
48009,5/20/25 1:00,0,20-May
48009,5/20/25 2:00,0,20-May
48009,5/20/25 3:00,0,20-May
48009,5/20/25 4:00,0,20-May
48009,5/20/25 5:00,0,20-May
48009,5/20/25 6:00,0,20-May
48009,5/20/25 7:00,0,20-May
48009,5/20/25 8:00,0,20-May
48009,5/20/25 9:00,0,20-May
48009,5/20/25 10:00,0,20-May
48009,5/20/25 11:00,0,20-May
48009,5/20/25 12:00,0,20-May
48009,5/20/25 13:00,0,20-May
48009,5/20/25 14:00,0,20-May
48009,5/20/25 15:00,0,20-May
48009,5/20/25 16:00,0,20-May
48009,5/20/25 17:00,0,20-May
48009,5/20/25 18:00,0,20-May
48009,5/20/25 19:00,0,20-May
48009,5/20/25 20:00,0,20-May
48009,5/20/25 21:00,0,20-May
48009,5/20/25 22:00,0,20-May
48009,5/20/25 23:00,0,20-May
48011,5/20/25 0:00,0,20-May
48011,5/20/25 1:00,0,20-May
48011,5/20/25 2:00,0,20-May
48011,5/20/25 3:00,0,20-May
48011,5/20/25 4:00,0,20-May
48011,5/20/25 5:00,0,20-May
48011,5/20/25 6:00,0,20-May
48011,5/20/25 7:00,0,20-May
48011,5/20/25 8:00,0,20-May
48011,5/20/25 9:00,0,20-May
48011,5/20/25 10:00,0,20-May
48011,5/20/25 11:00,0,20-May
48011,5/20/25 12:00,0,20-May
48011,5/20/25 13:00,0,20-May
48011,5/20/25 14:00,0,20-May
48011,5/20/25 15:00,0,20-May
48011,5/20/25 16:00,0.005952381,20-May
48011,5/20/25 17:00,0.005952381,20-May
48011,5/20/25 18:00,0.005952381,20-May
48011,5/20/25 19:00,0.005952381,20-May
48011,5/20/25 20:00,0.005952381,20-May
48011,5/20/25 21:00,0.005952381,20-May
48011,5/20/25 22:00,0.005952381,20-May
48011,5/20/25 23:00,0.005952381,20-May
48013,5/20/25 0:00,0,20-May
48013,5/20/25 1:00,0.005208333,20-May
48013,5/20/25 2:00,0.005208333,20-May
48013,5/20/25 3:00,0.005208333,20-May
48013,5/20/25 4:00,0.005208333,20-May
48013,5/20/25 5:00,0.005208333,20-May
48013,5/20/25 6:00,0.005208333,20-May
48013,5/20/25 7:00,0.005208333,20-May
48013,5/20/25 8:00,0.005208333,20-May
48013,5/20/25 9:00,0.005208333,20-May
48013,5/20/25 10:00,0.005208333,20-May
48013,5/20/25 11:00,0.005208333,20-May
48013,5/20/25 12:00,0.005208333,20-May
48013,5/20/25 13:00,0.005208333,20-May
48013,5/20/25 14:00,0.005208333,20-May
48013,5/20/25 15:00,0.005208333,20-May
48013,5/20/25 16:00,0.005208333,20-May
48013,5/20/25 17:00,0.005208333,20-May
48013,5/20/25 18:00,0.005208333,20-May
48013,5/20/25 19:00,0.005208333,20-May
48013,5/20/25 20:00,0,20-May
48013,5/20/25 21:00,0,20-May
48013,5/20/25 22:00,0,20-May
48013,5/20/25 23:00,0,20-May
48015,5/20/25 0:00,0,20-May
48015,5/20/25 1:00,0,20-May
48015,5/20/25 2:00,0,20-May
48015,5/20/25 3:00,0,20-May
48015,5/20/25 4:00,0,20-May
48015,5/20/25 5:00,0,20-May
48015,5/20/25 6:00,0,20-May
48015,5/20/25 7:00,0,20-May
48015,5/20/25 8:00,0,20-May
48015,5/20/25 9:00,0,20-May
48015,5/20/25 10:00,0,20-May
48015,5/20/25 11:00,0,20-May
48015,5/20/25 12:00,0,20-May
48015,5/20/25 13:00,0,20-May
48015,5/20/25 14:00,0,20-May
48015,5/20/25 15:00,0,20-May
48015,5/20/25 16:00,0,20-May
48015,5/20/25 17:00,0,20-May
48015,5/20/25 18:00,0,20-May
48015,5/20/25 19:00,0,20-May
48015,5/20/25 20:00,0,20-May
48015,5/20/25 21:00,0,20-May
48015,5/20/25 22:00,0,20-May
48015,5/20/25 23:00,0,20-May
48017,5/20/25 0:00,0,20-May
48017,5/20/25 1:00,0,20-May
48017,5/20/25 2:00,0,20-May
48017,5/20/25 3:00,0,20-May
48017,5/20/25 4:00,0,20-May
48017,5/20/25 5:00,0,20-May
48017,5/20/25 6:00,0,20-May
48017,5/20/25 7:00,0,20-May
48017,5/20/25 8:00,0,20-May
48017,5/20/25 9:00,0,20-May
48017,5/20/25 10:00,0,20-May
48017,5/20/25 11:00,0,20-May
48017,5/20/25 12:00,0,20-May
48017,5/20/25 13:00,0,20-May
48017,5/20/25 14:00,0,20-May
48017,5/20/25 15:00,0,20-May
48017,5/20/25 16:00,0,20-May
48017,5/20/25 17:00,0,20-May
48017,5/20/25 18:00,0,20-May
48017,5/20/25 19:00,0,20-May
48017,5/20/25 20:00,0,20-May
48017,5/20/25 21:00,0,20-May
48017,5/20/25 22:00,0,20-May
48017,5/20/25 23:00,0,20-May
48019,5/20/25 0:00,0,20-May
48019,5/20/25 1:00,0,20-May
48019,5/20/25 2:00,0,20-May
48019,5/20/25 3:00,0,20-May
48019,5/20/25 4:00,0,20-May
48019,5/20/25 5:00,0,20-May
48019,5/20/25 6:00,0,20-May
48019,5/20/25 7:00,0,20-May
48019,5/20/25 8:00,0,20-May
48019,5/20/25 9:00,0,20-May
48019,5/20/25 10:00,0,20-May
48019,5/20/25 11:00,0,20-May
48019,5/20/25 12:00,0,20-May
48019,5/20/25 13:00,0,20-May
48019,5/20/25 14:00,0,20-May
48019,5/20/25 15:00,0,20-May
48019,5/20/25 16:00,0,20-May
48019,5/20/25 17:00,0,20-May
48019,5/20/25 18:00,0,20-May
48019,5/20/25 19:00,0,20-May
48019,5/20/25 20:00,0,20-May
48019,5/20/25 21:00,0,20-May
48019,5/20/25 22:00,0,20-May
48019,5/20/25 23:00,0,20-May
48021,5/20/25 0:00,0,20-May
48021,5/20/25 1:00,0,20-May
48021,5/20/25 2:00,0,20-May
48021,5/20/25 3:00,0,20-May
48021,5/20/25 4:00,0,20-May
48021,5/20/25 5:00,0,20-May
48021,5/20/25 6:00,0,20-May
48021,5/20/25 7:00,0,20-May
48021,5/20/25 8:00,0,20-May
48021,5/20/25 9:00,0,20-May
48021,5/20/25 10:00,0,20-May
48021,5/20/25 11:00,0,20-May
48021,5/20/25 12:00,0,20-May
48021,5/20/25 13:00,0,20-May
48021,5/20/25 14:00,0,20-May
48021,5/20/25 15:00,0,20-May
48021,5/20/25 16:00,0,20-May
48021,5/20/25 17:00,0,20-May
48021,5/20/25 18:00,0,20-May
48021,5/20/25 19:00,0,20-May
48021,5/20/25 20:00,0,20-May
48021,5/20/25 21:00,0,20-May
48021,5/20/25 22:00,0,20-May
48021,5/20/25 23:00,0,20-May
48023,5/20/25 0:00,0,20-May
48023,5/20/25 1:00,0,20-May
48023,5/20/25 2:00,0,20-May
48023,5/20/25 3:00,0,20-May
48023,5/20/25 4:00,0,20-May
48023,5/20/25 5:00,0,20-May
48023,5/20/25 6:00,0,20-May
48023,5/20/25 7:00,0,20-May
48023,5/20/25 8:00,0,20-May
48023,5/20/25 9:00,0,20-May
48023,5/20/25 10:00,0,20-May
48023,5/20/25 11:00,0,20-May
48023,5/20/25 12:00,0,20-May
48023,5/20/25 13:00,0,20-May
48023,5/20/25 14:00,0,20-May
48023,5/20/25 15:00,0,20-May
48023,5/20/25 16:00,0,20-May
48023,5/20/25 17:00,0,20-May
48023,5/20/25 18:00,0,20-May
48023,5/20/25 19:00,0,20-May
48023,5/20/25 20:00,0,20-May
48023,5/20/25 21:00,0,20-May
48023,5/20/25 22:00,0,20-May
48023,5/20/25 23:00,0,20-May
48025,5/20/25 0:00,0,20-May
48025,5/20/25 1:00,0,20-May
48025,5/20/25 2:00,0,20-May
48025,5/20/25 3:00,0,20-May
48025,5/20/25 4:00,0,20-May
48025,5/20/25 5:00,0,20-May
48025,5/20/25 6:00,0,20-May
48025,5/20/25 7:00,0,20-May
48025,5/20/25 8:00,0,20-May
48025,5/20/25 9:00,0,20-May
48025,5/20/25 10:00,0,20-May
48025,5/20/25 11:00,0,20-May
48025,5/20/25 12:00,0,20-May
48025,5/20/25 13:00,0,20-May
48025,5/20/25 14:00,0,20-May
48025,5/20/25 15:00,0,20-May
48025,5/20/25 16:00,0,20-May
48025,5/20/25 17:00,0,20-May
48025,5/20/25 18:00,0,20-May
48025,5/20/25 19:00,0,20-May
48025,5/20/25 20:00,0,20-May
48025,5/20/25 21:00,0,20-May
48025,5/20/25 22:00,0,20-May
48025,5/20/25 23:00,0,20-May
48027,5/20/25 0:00,0,20-May
48027,5/20/25 1:00,0,20-May
48027,5/20/25 2:00,0,20-May
48027,5/20/25 3:00,0,20-May
48027,5/20/25 4:00,0,20-May
48027,5/20/25 5:00,0,20-May
48027,5/20/25 6:00,0,20-May
48027,5/20/25 7:00,0,20-May
48027,5/20/25 8:00,0,20-May
48027,5/20/25 9:00,0,20-May
48027,5/20/25 10:00,0,20-May
48027,5/20/25 11:00,0,20-May
48027,5/20/25 12:00,0,20-May
48027,5/20/25 13:00,0,20-May
48027,5/20/25 14:00,0,20-May
48027,5/20/25 15:00,0,20-May
48027,5/20/25 16:00,0,20-May
48027,5/20/25 17:00,0,20-May
48027,5/20/25 18:00,0,20-May
48027,5/20/25 19:00,0,20-May
48027,5/20/25 20:00,0,20-May
48027,5/20/25 21:00,0,20-May
48027,5/20/25 22:00,0,20-May
48027,5/20/25 23:00,0,20-May
48029,5/20/25 0:00,0,20-May
48029,5/20/25 1:00,0,20-May
48029,5/20/25 2:00,0,20-May
48029,5/20/25 3:00,0,20-May
48029,5/20/25 4:00,0,20-May
48029,5/20/25 5:00,0,20-May
48029,5/20/25 6:00,0,20-May
48029,5/20/25 7:00,0,20-May
48029,5/20/25 8:00,0,20-May
48029,5/20/25 9:00,0,20-May
48029,5/20/25 10:00,0,20-May
48029,5/20/25 11:00,0,20-May
48029,5/20/25 12:00,0,20-May
48029,5/20/25 13:00,0,20-May
48029,5/20/25 14:00,0,20-May
48029,5/20/25 15:00,0,20-May
48029,5/20/25 16:00,0,20-May
48029,5/20/25 17:00,0,20-May
48029,5/20/25 18:00,0,20-May
48029,5/20/25 19:00,0,20-May
48029,5/20/25 20:00,0,20-May
48029,5/20/25 21:00,0,20-May
48029,5/20/25 22:00,0,20-May
48029,5/20/25 23:00,0,20-May
48031,5/20/25 0:00,0,20-May
48031,5/20/25 1:00,0,20-May
48031,5/20/25 2:00,0,20-May
48031,5/20/25 3:00,0,20-May
48031,5/20/25 4:00,0,20-May
48031,5/20/25 5:00,0,20-May
48031,5/20/25 6:00,0,20-May
48031,5/20/25 7:00,0,20-May
48031,5/20/25 8:00,0,20-May
48031,5/20/25 9:00,0,20-May
48031,5/20/25 10:00,0,20-May
48031,5/20/25 11:00,0,20-May
48031,5/20/25 12:00,0,20-May
48031,5/20/25 13:00,0,20-May
48031,5/20/25 14:00,0,20-May
48031,5/20/25 15:00,0,20-May
48031,5/20/25 16:00,0,20-May
48031,5/20/25 17:00,0,20-May
48031,5/20/25 18:00,0,20-May
48031,5/20/25 19:00,0,20-May
48031,5/20/25 20:00,0,20-May
48031,5/20/25 21:00,0,20-May
48031,5/20/25 22:00,0,20-May
48031,5/20/25 23:00,0,20-May
48033,5/20/25 0:00,0,20-May
48033,5/20/25 1:00,0,20-May
48033,5/20/25 2:00,0,20-May
48033,5/20/25 3:00,0,20-May
48033,5/20/25 4:00,0,20-May
48033,5/20/25 5:00,0,20-May
48033,5/20/25 6:00,0,20-May
48033,5/20/25 7:00,0,20-May
48033,5/20/25 8:00,0,20-May
48033,5/20/25 9:00,0,20-May
48033,5/20/25 10:00,0,20-May
48033,5/20/25 11:00,0,20-May
48033,5/20/25 12:00,0,20-May
48033,5/20/25 13:00,0,20-May
48033,5/20/25 14:00,0,20-May
48033,5/20/25 15:00,0,20-May
48033,5/20/25 16:00,0,20-May
48033,5/20/25 17:00,0,20-May
48033,5/20/25 18:00,0,20-May
48033,5/20/25 19:00,0,20-May
48033,5/20/25 20:00,0,20-May
48033,5/20/25 21:00,0,20-May
48033,5/20/25 22:00,0,20-May
48033,5/20/25 23:00,0,20-May
48035,5/20/25 0:00,0,20-May
48035,5/20/25 1:00,0,20-May
48035,5/20/25 2:00,0,20-May
48035,5/20/25 3:00,0,20-May
48035,5/20/25 4:00,0,20-May
48035,5/20/25 5:00,0,20-May
48035,5/20/25 6:00,0,20-May
48035,5/20/25 7:00,0,20-May
48035,5/20/25 8:00,0,20-May
48035,5/20/25 9:00,0,20-May
48035,5/20/25 10:00,0,20-May
48035,5/20/25 11:00,0,20-May
48035,5/20/25 12:00,0,20-May
48035,5/20/25 13:00,0,20-May
48035,5/20/25 14:00,0,20-May
48035,5/20/25 15:00,0,20-May
48035,5/20/25 16:00,0,20-May
48035,5/20/25 17:00,0,20-May
48035,5/20/25 18:00,0,20-May
48035,5/20/25 19:00,0,20-May
48035,5/20/25 20:00,0,20-May
48035,5/20/25 21:00,0,20-May
48035,5/20/25 22:00,0,20-May
48035,5/20/25 23:00,0,20-May
48037,5/20/25 0:00,0,20-May
48037,5/20/25 1:00,0,20-May
48037,5/20/25 2:00,0,20-May
48037,5/20/25 3:00,0,20-May
48037,5/20/25 4:00,0,20-May
48037,5/20/25 5:00,0,20-May
48037,5/20/25 6:00,0,20-May
48037,5/20/25 7:00,0,20-May
48037,5/20/25 8:00,0,20-May
48037,5/20/25 9:00,0,20-May
48037,5/20/25 10:00,0,20-May
48037,5/20/25 11:00,0,20-May
48037,5/20/25 12:00,0,20-May
48037,5/20/25 13:00,0,20-May
48037,5/20/25 14:00,0,20-May
48037,5/20/25 15:00,0,20-May
48037,5/20/25 16:00,0,20-May
48037,5/20/25 17:00,0,20-May
48037,5/20/25 18:00,0,20-May
48037,5/20/25 19:00,0,20-May
48037,5/20/25 20:00,0,20-May
48037,5/20/25 21:00,0,20-May
48037,5/20/25 22:00,0,20-May
48037,5/20/25 23:00,0,20-May
48039,5/20/25 0:00,0,20-May
48039,5/20/25 1:00,0,20-May
48039,5/20/25 2:00,0,20-May
48039,5/20/25 3:00,0,20-May
48039,5/20/25 4:00,0,20-May
48039,5/20/25 5:00,0,20-May
48039,5/20/25 6:00,0,20-May
48039,5/20/25 7:00,0,20-May
48039,5/20/25 8:00,0,20-May
48039,5/20/25 9:00,0,20-May
48039,5/20/25 10:00,0,20-May
48039,5/20/25 11:00,0,20-May
48039,5/20/25 12:00,0,20-May
48039,5/20/25 13:00,0,20-May
48039,5/20/25 14:00,0,20-May
48039,5/20/25 15:00,0,20-May
48039,5/20/25 16:00,0,20-May
48039,5/20/25 17:00,0,20-May
48039,5/20/25 18:00,0,20-May
48039,5/20/25 19:00,0,20-May
48039,5/20/25 20:00,0,20-May
48039,5/20/25 21:00,0,20-May
48039,5/20/25 22:00,0,20-May
48039,5/20/25 23:00,0,20-May
48041,5/20/25 0:00,0,20-May
48041,5/20/25 1:00,0,20-May
48041,5/20/25 2:00,0,20-May
48041,5/20/25 3:00,0,20-May
48041,5/20/25 4:00,0,20-May
48041,5/20/25 5:00,0,20-May
48041,5/20/25 6:00,0,20-May
48041,5/20/25 7:00,0,20-May
48041,5/20/25 8:00,0,20-May
48041,5/20/25 9:00,0,20-May
48041,5/20/25 10:00,0,20-May
48041,5/20/25 11:00,0,20-May
48041,5/20/25 12:00,0,20-May
48041,5/20/25 13:00,0,20-May
48041,5/20/25 14:00,0,20-May
48041,5/20/25 15:00,0,20-May
48041,5/20/25 16:00,0,20-May
48041,5/20/25 17:00,0,20-May
48041,5/20/25 18:00,0,20-May
48041,5/20/25 19:00,0,20-May
48041,5/20/25 20:00,0,20-May
48041,5/20/25 21:00,0,20-May
48041,5/20/25 22:00,0,20-May
48041,5/20/25 23:00,0,20-May
48043,5/20/25 0:00,0,20-May
48043,5/20/25 1:00,0,20-May
48043,5/20/25 2:00,0,20-May
48043,5/20/25 3:00,0,20-May
48043,5/20/25 4:00,0,20-May
48043,5/20/25 5:00,0,20-May
48043,5/20/25 6:00,0,20-May
48043,5/20/25 7:00,0,20-May
48043,5/20/25 8:00,0,20-May
48043,5/20/25 9:00,0,20-May
48043,5/20/25 10:00,0,20-May
48043,5/20/25 11:00,0,20-May
48043,5/20/25 12:00,0,20-May
48043,5/20/25 13:00,0,20-May
48043,5/20/25 14:00,0.010416667,20-May
48043,5/20/25 15:00,0.010416667,20-May
48043,5/20/25 16:00,0.010416667,20-May
48043,5/20/25 17:00,0.010416667,20-May
48043,5/20/25 18:00,0.010416667,20-May
48043,5/20/25 19:00,0.020833333,20-May
48043,5/20/25 20:00,0.020833333,20-May
48043,5/20/25 21:00,0.020833333,20-May
48043,5/20/25 22:00,0.020833333,20-May
48043,5/20/25 23:00,0.020833333,20-May
48045,5/20/25 0:00,0,20-May
48045,5/20/25 1:00,0,20-May
48045,5/20/25 2:00,0,20-May
48045,5/20/25 3:00,0,20-May
48045,5/20/25 4:00,0,20-May
48045,5/20/25 5:00,0.006944444,20-May
48045,5/20/25 6:00,0.006944444,20-May
48045,5/20/25 7:00,0.006944444,20-May
48045,5/20/25 8:00,0.006944444,20-May
48045,5/20/25 9:00,0.006944444,20-May
48045,5/20/25 10:00,0.006944444,20-May
48045,5/20/25 11:00,0.006944444,20-May
48045,5/20/25 12:00,0.006944444,20-May
48045,5/20/25 13:00,0.006944444,20-May
48045,5/20/25 14:00,0.006944444,20-May
48045,5/20/25 15:00,0.006944444,20-May
48045,5/20/25 16:00,0.013888889,20-May
48045,5/20/25 17:00,0.013888889,20-May
48045,5/20/25 18:00,0.013888889,20-May
48045,5/20/25 19:00,0.013888889,20-May
48045,5/20/25 20:00,0.013888889,20-May
48045,5/20/25 21:00,0.013888889,20-May
48045,5/20/25 22:00,0.013888889,20-May
48045,5/20/25 23:00,0.013888889,20-May
48047,5/20/25 0:00,0,20-May
48047,5/20/25 1:00,0,20-May
48047,5/20/25 2:00,0,20-May
48047,5/20/25 3:00,0,20-May
48047,5/20/25 4:00,0,20-May
48047,5/20/25 5:00,0,20-May
48047,5/20/25 6:00,0,20-May
48047,5/20/25 7:00,0,20-May
48047,5/20/25 8:00,0,20-May
48047,5/20/25 9:00,0,20-May
48047,5/20/25 10:00,0,20-May
48047,5/20/25 11:00,0,20-May
48047,5/20/25 12:00,0.005952381,20-May
48047,5/20/25 13:00,0.005952381,20-May
48047,5/20/25 14:00,0.005952381,20-May
48047,5/20/25 15:00,0.005952381,20-May
48047,5/20/25 16:00,0,20-May
48047,5/20/25 17:00,0,20-May
48047,5/20/25 18:00,0,20-May
48047,5/20/25 19:00,0,20-May
48047,5/20/25 20:00,0,20-May
48047,5/20/25 21:00,0,20-May
48047,5/20/25 22:00,0,20-May
48047,5/20/25 23:00,0,20-May
48049,5/20/25 0:00,0,20-May
48049,5/20/25 1:00,0.005952381,20-May
48049,5/20/25 2:00,0,20-May
48049,5/20/25 3:00,0,20-May
48049,5/20/25 4:00,0,20-May
48049,5/20/25 5:00,0,20-May
48049,5/20/25 6:00,0,20-May
48049,5/20/25 7:00,0,20-May
48049,5/20/25 8:00,0,20-May
48049,5/20/25 9:00,0,20-May
48049,5/20/25 10:00,0,20-May
48049,5/20/25 11:00,0,20-May
48049,5/20/25 12:00,0,20-May
48049,5/20/25 13:00,0,20-May
48049,5/20/25 14:00,0,20-May
48049,5/20/25 15:00,0,20-May
48049,5/20/25 16:00,0,20-May
48049,5/20/25 17:00,0,20-May
48049,5/20/25 18:00,0,20-May
48049,5/20/25 19:00,0,20-May
48049,5/20/25 20:00,0,20-May
48049,5/20/25 21:00,0,20-May
48049,5/20/25 22:00,0,20-May
48049,5/20/25 23:00,0,20-May
48051,5/20/25 0:00,0,20-May
48051,5/20/25 1:00,0,20-May
48051,5/20/25 2:00,0,20-May
48051,5/20/25 3:00,0,20-May
48051,5/20/25 4:00,0,20-May
48051,5/20/25 5:00,0,20-May
48051,5/20/25 6:00,0,20-May
48051,5/20/25 7:00,0,20-May
48051,5/20/25 8:00,0,20-May
48051,5/20/25 9:00,0,20-May
48051,5/20/25 10:00,0,20-May
48051,5/20/25 11:00,0,20-May
48051,5/20/25 12:00,0,20-May
48051,5/20/25 13:00,0,20-May
48051,5/20/25 14:00,0,20-May
48051,5/20/25 15:00,0,20-May
48051,5/20/25 16:00,0,20-May
48051,5/20/25 17:00,0,20-May
48051,5/20/25 18:00,0,20-May
48051,5/20/25 19:00,0,20-May
48051,5/20/25 20:00,0,20-May
48051,5/20/25 21:00,0,20-May
48051,5/20/25 22:00,0,20-May
48051,5/20/25 23:00,0,20-May
48053,5/20/25 0:00,0,20-May
48053,5/20/25 1:00,0,20-May
48053,5/20/25 2:00,0,20-May
48053,5/20/25 3:00,0,20-May
48053,5/20/25 4:00,0,20-May
48053,5/20/25 5:00,0,20-May
48053,5/20/25 6:00,0,20-May
48053,5/20/25 7:00,0,20-May
48053,5/20/25 8:00,0,20-May
48053,5/20/25 9:00,0,20-May
48053,5/20/25 10:00,0,20-May
48053,5/20/25 11:00,0,20-May
48053,5/20/25 12:00,0,20-May
48053,5/20/25 13:00,0,20-May
48053,5/20/25 14:00,0,20-May
48053,5/20/25 15:00,0,20-May
48053,5/20/25 16:00,0,20-May
48053,5/20/25 17:00,0,20-May
48053,5/20/25 18:00,0,20-May
48053,5/20/25 19:00,0,20-May
48053,5/20/25 20:00,0,20-May
48053,5/20/25 21:00,0,20-May
48053,5/20/25 22:00,0,20-May
48053,5/20/25 23:00,0,20-May
48055,5/20/25 0:00,0,20-May
48055,5/20/25 1:00,0,20-May
48055,5/20/25 2:00,0,20-May
48055,5/20/25 3:00,0,20-May
48055,5/20/25 4:00,0,20-May
48055,5/20/25 5:00,0,20-May
48055,5/20/25 6:00,0,20-May
48055,5/20/25 7:00,0,20-May
48055,5/20/25 8:00,0,20-May
48055,5/20/25 9:00,0,20-May
48055,5/20/25 10:00,0,20-May
48055,5/20/25 11:00,0,20-May
48055,5/20/25 12:00,0,20-May
48055,5/20/25 13:00,0,20-May
48055,5/20/25 14:00,0,20-May
48055,5/20/25 15:00,0,20-May
48055,5/20/25 16:00,0,20-May
48055,5/20/25 17:00,0,20-May
48055,5/20/25 18:00,0,20-May
48055,5/20/25 19:00,0,20-May
48055,5/20/25 20:00,0,20-May
48055,5/20/25 21:00,0,20-May
48055,5/20/25 22:00,0,20-May
48055,5/20/25 23:00,0,20-May
48057,5/20/25 0:00,0,20-May
48057,5/20/25 1:00,0,20-May
48057,5/20/25 2:00,0,20-May
48057,5/20/25 3:00,0,20-May
48057,5/20/25 4:00,0,20-May
48057,5/20/25 5:00,0,20-May
48057,5/20/25 6:00,0,20-May
48057,5/20/25 7:00,0,20-May
48057,5/20/25 8:00,0,20-May
48057,5/20/25 9:00,0,20-May
48057,5/20/25 10:00,0,20-May
48057,5/20/25 11:00,0,20-May
48057,5/20/25 12:00,0,20-May
48057,5/20/25 13:00,0,20-May
48057,5/20/25 14:00,0,20-May
48057,5/20/25 15:00,0,20-May
48057,5/20/25 16:00,0,20-May
48057,5/20/25 17:00,0,20-May
48057,5/20/25 18:00,0,20-May
48057,5/20/25 19:00,0,20-May
48057,5/20/25 20:00,0,20-May
48057,5/20/25 21:00,0,20-May
48057,5/20/25 22:00,0,20-May
48057,5/20/25 23:00,0,20-May
48059,5/20/25 0:00,0,20-May
48059,5/20/25 1:00,0.041666667,20-May
48059,5/20/25 2:00,0.041666667,20-May
48059,5/20/25 3:00,0,20-May
48059,5/20/25 4:00,0,20-May
48059,5/20/25 5:00,0,20-May
48059,5/20/25 6:00,0,20-May
48059,5/20/25 7:00,0,20-May
48059,5/20/25 8:00,0,20-May
48059,5/20/25 9:00,0,20-May
48059,5/20/25 10:00,0,20-May
48059,5/20/25 11:00,0,20-May
48059,5/20/25 12:00,0,20-May
48059,5/20/25 13:00,0,20-May
48059,5/20/25 14:00,0,20-May
48059,5/20/25 15:00,0,20-May
48059,5/20/25 16:00,0,20-May
48059,5/20/25 17:00,0,20-May
48059,5/20/25 18:00,0,20-May
48059,5/20/25 19:00,0,20-May
48059,5/20/25 20:00,0,20-May
48059,5/20/25 21:00,0,20-May
48059,5/20/25 22:00,0,20-May
48059,5/20/25 23:00,0,20-May
48061,5/20/25 0:00,0,20-May
