Year,Month,Day,Period,1,2,3
2020,5,8,12,16755.6022,14621.311153575429,8460.080035294788
2020,5,8,13,19225.2021,16368.542558124303,8947.068674440045
2020,5,8,14,21472.1947,18003.62776532143,9635.069906413595
2020,5,8,15,23231.71710000001,19316.17730281173,9968.95123774129
2020,5,8,16,24207.7091,20076.39901910505,10326.28931209398
2020,5,8,17,24324.7482,20264.32191961716,10678.39776404646
2020,5,8,18,23830.4981,20177.791794797704,11045.457934404194
2020,5,8,19,22925.05110000001,19775.306996857817,11575.174677215662
2020,5,8,20,21830.1973,19045.03542349823,12390.460104442842
2020,5,8,21,20308.5078,18217.15241636133,12566.544277960304
2020,5,8,22,18471.362900000007,16789.19491329943,12028.407376839325
2020,5,8,23,16381.904600000003,15068.628437098454,11028.41390802468
2020,5,8,24,15297.3828,14008.888092707975,10105.789974702566
2020,5,9,1,13892.8761,12976.133193444091,9353.532223237173
2020,5,9,2,12709.8331,11558.158336233611,7786.94816109786
2020,5,9,3,11790.027200000002,10257.734287451864,6041.61537120408
2020,5,9,4,11314.8643,9662.32992307815,4899.401678808452
2020,5,9,5,11020.568,9430.564977100885,4504.537699656037
2020,5,9,6,10987.017499999994,9497.311817814709,4389.971372119097
2020,5,9,7,11233.6889,9650.499033102746,4392.324604288795
2020,5,9,8,11768.0598,10113.962260879964,4768.95673151277
2020,5,9,9,12104.0816,10655.462824199263,5668.872788027466
2020,5,9,10,12224.031100000002,11240.10484005819,6534.791645279124
2020,5,9,11,14618.466,13170.81891650942,7728.430635570516
2020,5,9,12,16996.934400000002,14641.057467860524,8574.684036576087
2020,5,9,13,19460.4764,16259.98259876074,9745.55595999122
2020,5,9,14,21975.54240000001,17833.423104809495,10602.380768574349
2020,5,9,15,23887.22310000001,19003.673144869976,11393.35438625346
2020,5,9,16,24871.832200000004,19732.442897025376,12026.390914861462
2020,5,9,17,25098.2916,19830.2451468416,12209.603055040176
2020,5,9,18,24727.502000000004,19641.111415793537,12985.98922227979
2020,5,9,19,23788.265800000005,19181.2921821133,13815.47073298293
2020,5,9,20,22595.8995,18566.441249446027,14524.76675511754
2020,5,9,21,20756.5479,17585.28010062005,14901.840540485904
2020,5,9,22,18671.4149,16100.75696560928,14030.769874258322
2020,5,9,23,16397.301400000004,14412.501480902903,13008.12853680864
2020,5,9,24,15251.8485,13586.12452370411,11657.74337295413
2020,5,10,1,13807.404500000002,12535.358785381652,10711.246449965416
2020,5,10,2,12644.8802,11101.208732211602,8641.092571583664
2020,5,10,3,11780.9825,10081.954892193173,6588.546934861937
2020,5,10,4,11353.035099999996,9633.8625438697,5804.29450381448
2020,5,10,5,10946.7729,9344.525200556376,5229.074554735895
2020,5,10,6,10966.032,9416.253565188388,4940.046581565407
2020,5,10,7,11192.836100000002,9634.996262729896,4781.426076723221
2020,5,10,8,11642.607299999996,10109.98478510958,5007.992325164864
2020,5,10,9,11873.1298,10507.561264090484,5658.636840797797
2020,5,10,10,11899.992899999996,10882.170312641429,6784.22746596792
2020,5,10,11,14243.9096,12684.78608459788,8301.617399662917
2020,5,10,12,16400.644600000007,13970.182683151032,9658.114748558042
2020,5,10,13,18785.169,15343.22323896568,10859.931999607425
2020,5,10,14,21126.4415,16605.1826937521,12198.07588363544
2020,5,10,15,22673.350800000004,17523.45519709228,12983.204586718564
2020,5,10,16,23525.415700000005,18026.09196192124,13930.07288330712
2020,5,10,17,23665.3226,18040.49064218724,14676.3203330788
2020,5,10,18,23086.9349,17918.93729105159,16185.72285164212
2020,5,10,19,22192.0825,17614.403640585046,16848.94840456987
2020,5,10,20,20901.4518,17148.54397111121,17700.62254748695
2020,5,10,21,19237.6121,16392.55228348521,17782.61102735059
2020,5,10,22,17309.683599999997,15188.241508341662,16799.627456784256
2020,5,10,23,15196.8868,13754.114738857716,15293.662886943472
2020,5,10,24,14443.3604,13136.60360023748,13141.35122382846
2020,5,11,1,13257.8601,12306.94228770082,11513.542742122849
2020,5,11,2,12253.6681,11147.782106722389,9599.239066349768
2020,5,11,3,11425.196299999996,10084.647377555651,7564.286490982058
2020,5,11,4,11042.310099999995,9689.417188606136,6281.561331910854
2020,5,11,5,10980.090900000005,9678.6373901387,5473.14097102293
2020,5,11,6,11001.015799999996,9805.540761779255,5094.427921670065
2020,5,11,7,11251.217300000004,10112.599999045246,4936.478953245265
2020,5,11,8,11766.4315,10672.704232617569,5034.766686035079
2020,5,11,9,12106.8295,11108.916268622308,5721.377693948178
2020,5,11,10,12217.369399999996,11623.820146337248,6767.467780779283
2020,5,11,11,14494.6222,13408.5415744711,8112.992147501429
2020,5,11,12,16748.489500000003,14791.713852538904,9543.67498842844
2020,5,11,13,18964.558,16259.62848657644,11047.009230415366
